     0.360 -28.5120 -28.5294 -28.5480 -28.5690 -28.5925 -28.6193 -28.6499 -28.6847 -28.7241 -28.7701 -28.8215 -28.8804 -28.9468 -29.0212 -29.1030 -29.1928 -29.2896 -29.3919 -29.4981 -29.6074 -29.7184 -29.8284 -29.9367 -30.0418 -30.1417 -30.2363 -30.3249 -30.4064 -30.4816 -30.5497 -30.6117 -30.6679 -30.7183 -30.7640 -30.8056 -30.8426 -30.8765 -30.9073 -30.9353 -30.9607 -30.9841 -31.0053 -31.0246 -31.0426 -31.0587 -31.0738 -31.0877 -31.1004 -31.1124 -31.1233 -31.1335 -31.1429 -31.1516 -31.1598 -31.1673 -31.1743 -31.1809 -31.1873 -31.1930 -31.1987 -31.2039 -31.2087 -31.2133 -31.2177
     0.450 -28.6292 -28.6465 -28.6652 -28.6861 -28.7097 -28.7365 -28.7670 -28.8019 -28.8413 -28.8872 -28.9386 -28.9975 -29.0640 -29.1384 -29.2202 -29.3100 -29.4067 -29.5090 -29.6153 -29.7246 -29.8355 -29.9456 -30.0539 -30.1589 -30.2589 -30.3535 -30.4420 -30.5235 -30.5988 -30.6669 -30.7289 -30.7850 -30.8355 -30.8811 -30.9227 -30.9598 -30.9937 -31.0245 -31.0524 -31.0779 -31.1013 -31.1224 -31.1418 -31.1597 -31.1759 -31.1909 -31.2048 -31.2175 -31.2295 -31.2405 -31.2506 -31.2601 -31.2688 -31.2769 -31.2845 -31.2915 -31.2981 -31.3045 -31.3102 -31.3158 -31.3210 -31.3258 -31.3304 -31.3348
     0.580 -28.7394 -28.7567 -28.7754 -28.7963 -28.8199 -28.8467 -28.8772 -28.9121 -28.9515 -28.9975 -29.0489 -29.1078 -29.1742 -29.2486 -29.3304 -29.4202 -29.5169 -29.6192 -29.7255 -29.8348 -29.9457 -30.0558 -30.1641 -30.2692 -30.3691 -30.4637 -30.5522 -30.6338 -30.7090 -30.7771 -30.8391 -30.8953 -30.9457 -30.9913 -31.0329 -31.0700 -31.1039 -31.1347 -31.1627 -31.1881 -31.2115 -31.2327 -31.2520 -31.2699 -31.2861 -31.3012 -31.3150 -31.3277 -31.3398 -31.3507 -31.3608 -31.3703 -31.3790 -31.3871 -31.3947 -31.4017 -31.4083 -31.4147 -31.4204 -31.4261 -31.4313 -31.4361 -31.4407 -31.4450
     0.750 -28.8119 -28.8293 -28.8479 -28.8689 -28.8924 -28.9192 -28.9497 -28.9846 -29.0240 -29.0700 -29.1214 -29.1803 -29.2467 -29.3211 -29.4029 -29.4927 -29.5895 -29.6918 -29.7980 -29.9073 -30.0182 -30.1283 -30.2366 -30.3417 -30.4416 -30.5362 -30.6248 -30.7063 -30.7815 -30.8496 -30.9116 -30.9678 -31.0182 -31.0639 -31.1055 -31.1425 -31.1764 -31.2072 -31.2352 -31.2606 -31.2840 -31.3052 -31.3245 -31.3425 -31.3586 -31.3737 -31.3876 -31.4002 -31.4123 -31.4232 -31.4334 -31.4428 -31.4515 -31.4597 -31.4672 -31.4742 -31.4808 -31.4872 -31.4929 -31.4986 -31.5038 -31.5086 -31.5132 -31.5176
     1.000 -28.8944 -28.9117 -28.9304 -28.9513 -28.9749 -29.0017 -29.0322 -29.0671 -29.1065 -29.1524 -29.2038 -29.2627 -29.3292 -29.4036 -29.4854 -29.5752 -29.6719 -29.7742 -29.8805 -29.9898 -30.1007 -30.2108 -30.3191 -30.4241 -30.5241 -30.6187 -30.7072 -30.7887 -30.8640 -30.9321 -30.9941 -31.0502 -31.1007 -31.1463 -31.1879 -31.2249 -31.2589 -31.2896 -31.3176 -31.3431 -31.3665 -31.3876 -31.4070 -31.4249 -31.4411 -31.4561 -31.4700 -31.4827 -31.4947 -31.5057 -31.5158 -31.5253 -31.5340 -31.5421 -31.5497 -31.5567 -31.5633 -31.5697 -31.5753 -31.5810 -31.5862 -31.5910 -31.5956 -31.6000
     1.280 -28.9228 -28.9401 -28.9588 -28.9797 -29.0033 -29.0301 -29.0606 -29.0955 -29.1349 -29.1809 -29.2323 -29.2912 -29.3576 -29.4320 -29.5138 -29.6036 -29.7003 -29.8026 -29.9089 -30.0182 -30.1291 -30.2392 -30.3475 -30.4526 -30.5525 -30.6471 -30.7356 -30.8172 -30.8924 -30.9605 -31.0225 -31.0786 -31.1291 -31.1747 -31.2163 -31.2534 -31.2873 -31.3181 -31.3461 -31.3715 -31.3949 -31.4160 -31.4354 -31.4533 -31.4695 -31.4846 -31.4984 -31.5111 -31.5232 -31.5341 -31.5442 -31.5537 -31.5624 -31.5705 -31.5781 -31.5851 -31.5917 -31.5981 -31.6038 -31.6095 -31.6146 -31.6194 -31.6240 -31.6284
     1.650 -28.8621 -28.8795 -28.8981 -28.9191 -28.9426 -28.9694 -29.0000 -29.0348 -29.0742 -29.1202 -29.1716 -29.2305 -29.2969 -29.3713 -29.4531 -29.5429 -29.6397 -29.7420 -29.8482 -29.9575 -30.0685 -30.1785 -30.2868 -30.3919 -30.4919 -30.5864 -30.6750 -30.7565 -30.8317 -30.8999 -30.9618 -31.0180 -31.0684 -31.1141 -31.1557 -31.1927 -31.2266 -31.2574 -31.2854 -31.3109 -31.3343 -31.3554 -31.3747 -31.3927 -31.4089 -31.4239 -31.4378 -31.4505 -31.4625 -31.4734 -31.4836 -31.4930 -31.5017 -31.5099 -31.5174 -31.5244 -31.5310 -31.5374 -31.5431 -31.5488 -31.5540 -31.5588 -31.5634 -31.5678
     2.120 -28.7433 -28.7606 -28.7793 -28.8002 -28.8238 -28.8505 -28.8811 -28.9160 -28.9554 -29.0013 -29.0527 -29.1116 -29.1781 -29.2525 -29.3342 -29.4240 -29.5208 -29.6231 -29.7294 -29.8387 -29.9496 -30.0597 -30.1680 -30.2730 -30.3730 -30.4676 -30.5561 -30.6376 -30.7129 -30.7810 -30.8430 -30.8991 -30.9496 -30.9952 -31.0368 -31.0738 -31.1078 -31.1385 -31.1665 -31.1920 -31.2154 -31.2365 -31.2559 -31.2738 -31.2900 -31.3050 -31.3189 -31.3316 -31.3436 -31.3546 -31.3647 -31.3742 -31.3828 -31.3910 -31.3986 -31.4056 -31.4122 -31.4186 -31.4242 -31.4299 -31.4351 -31.4399 -31.4445 -31.4489
     2.700 -28.6755 -28.6929 -28.7115 -28.7325 -28.7560 -28.7828 -28.8134 -28.8482 -28.8876 -28.9336 -28.9850 -29.0439 -29.1103 -29.1847 -29.2665 -29.3563 -29.4531 -29.5554 -29.6616 -29.7709 -29.8819 -29.9919 -30.1002 -30.2053 -30.3052 -30.3998 -30.4884 -30.5699 -30.6451 -30.7132 -30.7752 -30.8314 -30.8818 -30.9275 -30.9691 -31.0061 -31.0400 -31.0708 -31.0988 -31.1243 -31.1476 -31.1688 -31.1881 -31.2061 -31.2222 -31.2373 -31.2512 -31.2639 -31.2759 -31.2868 -31.2970 -31.3064 -31.3151 -31.3233 -31.3308 -31.3378 -31.3444 -31.3508 -31.3565 -31.3622 -31.3674 -31.3722 -31.3768 -31.3812
     3.200 -28.6486 -28.6660 -28.6846 -28.7056 -28.7291 -28.7559 -28.7865 -28.8213 -28.8607 -28.9067 -28.9581 -29.0170 -29.0834 -29.1578 -29.2396 -29.3294 -29.4262 -29.5285 -29.6347 -29.7440 -29.8550 -29.9650 -30.0733 -30.1784 -30.2784 -30.3729 -30.4615 -30.5430 -30.6182 -30.6864 -30.7483 -30.8045 -30.8549 -30.9006 -30.9422 -30.9792 -31.0131 -31.0439 -31.0719 -31.0974 -31.1208 -31.1419 -31.1612 -31.1792 -31.1954 -31.2104 -31.2243 -31.2370 -31.2490 -31.2599 -31.2701 -31.2795 -31.2882 -31.2964 -31.3039 -31.3109 -31.3175 -31.3239 -31.3296 -31.3353 -31.3405 -31.3453 -31.3499 -31.3543
