# L18W
# energy
# AKARI, http://www.ir.isas.jaxa.jp/ASTRO-F/Observation/RSRF/IRC_FAD/index.html
1.3029E+05 0.0000E+00
1.3045E+05 3.4690E-04
1.3062E+05 3.8587E-04
1.3078E+05 3.4598E-04
1.3095E+05 1.8541E-04
1.3111E+05 5.2275E-04
1.3128E+05 9.7129E-05
1.3144E+05 1.7162E-04
1.3161E+05 2.8213E-04
1.3178E+05 8.5551E-05
1.3195E+05 4.6433E-06
1.3211E+05 5.5276E-04
1.3228E+05 5.9738E-04
1.3245E+05 3.6224E-04
1.3262E+05 1.9501E-04
1.3279E+05 2.8762E-04
1.3296E+05 4.1811E-04
1.3313E+05 6.8847E-04
1.3330E+05 8.2412E-04
1.3347E+05 7.8937E-04
1.3365E+05 8.6559E-04
1.3382E+05 9.6707E-04
1.3399E+05 1.3151E-03
1.3416E+05 1.2246E-03
1.3434E+05 1.1259E-03
1.3451E+05 1.6087E-03
1.3469E+05 1.7099E-03
1.3486E+05 2.3619E-03
1.3504E+05 3.4993E-03
1.3521E+05 3.9681E-03
1.3539E+05 4.5091E-03
1.3557E+05 5.3747E-03
1.3575E+05 6.4509E-03
1.3592E+05 8.1819E-03
1.3610E+05 1.0214E-02
1.3628E+05 1.2127E-02
1.3646E+05 1.5472E-02
1.3664E+05 1.9568E-02
1.3682E+05 2.3660E-02
1.3700E+05 2.9604E-02
1.3718E+05 3.7725E-02
1.3736E+05 4.8014E-02
1.3755E+05 6.0406E-02
1.3773E+05 7.6178E-02
1.3791E+05 9.6999E-02
1.3810E+05 1.2366E-01
1.3828E+05 1.5680E-01
1.3846E+05 1.9683E-01
1.3865E+05 1.6261E-01
1.3883E+05 2.0267E-01
1.3902E+05 2.4958E-01
1.3921E+05 3.0297E-01
1.3939E+05 3.6056E-01
1.3958E+05 4.1884E-01
1.3977E+05 4.7379E-01
1.3996E+05 5.2284E-01
1.4015E+05 5.6361E-01
1.4034E+05 5.9607E-01
1.4053E+05 6.1953E-01
1.4072E+05 6.3496E-01
1.4091E+05 6.4521E-01
1.4110E+05 6.5108E-01
1.4129E+05 6.5432E-01
1.4149E+05 6.5660E-01
1.4168E+05 6.5852E-01
1.4187E+05 6.6004E-01
1.4207E+05 6.6614E-01
1.4226E+05 6.7287E-01
1.4246E+05 6.7956E-01
1.4265E+05 6.8584E-01
1.4285E+05 6.9248E-01
1.4305E+05 7.0008E-01
1.4325E+05 7.0799E-01
1.4344E+05 7.1538E-01
1.4364E+05 7.2212E-01
1.4384E+05 7.2844E-01
1.4404E+05 7.3502E-01
1.4424E+05 7.3917E-01
1.4444E+05 7.4247E-01
1.4464E+05 7.4525E-01
1.4485E+05 7.4847E-01
1.4505E+05 7.5158E-01
1.4525E+05 7.5323E-01
1.4546E+05 7.5572E-01
1.4566E+05 7.5985E-01
1.4586E+05 7.6332E-01
1.4607E+05 7.6583E-01
1.4628E+05 7.6876E-01
1.4648E+05 7.7048E-01
1.4669E+05 7.7172E-01
1.4690E+05 7.7242E-01
1.4711E+05 7.7248E-01
1.4731E+05 7.7303E-01
1.4752E+05 7.7447E-01
1.4773E+05 7.7604E-01
1.4795E+05 7.7749E-01
1.4816E+05 7.8142E-01
1.4837E+05 7.8491E-01
1.4858E+05 7.8789E-01
1.4879E+05 7.9153E-01
1.4901E+05 7.9592E-01
1.4922E+05 8.0000E-01
1.4944E+05 8.0232E-01
1.4965E+05 8.0366E-01
1.4987E+05 8.0573E-01
1.5009E+05 8.1075E-01
1.5030E+05 8.1709E-01
1.5052E+05 8.2144E-01
1.5074E+05 8.2542E-01
1.5096E+05 8.3118E-01
1.5118E+05 8.3587E-01
1.5140E+05 8.3880E-01
1.5162E+05 8.4126E-01
