303.8   38.997 38.997 38.997 38.996 39.103 39.099 39.096 39.095 39.135 39.135 39.134 39.131
584.3   39.874 39.876 39.891 39.989 39.876 39.881 39.905 40.025 39.897 39.900 39.928 40.056
625.6   41.566 41.565 41.551 41.436 41.573 41.571 41.553 41.408 41.582 41.578 41.543 41.283
972.5   39.380 39.380 39.380 39.379 39.344 39.351 39.360 39.358 39.371 39.371 39.370 39.367
977.0   39.381 39.381 39.380 39.372 40.206 40.204 40.199 40.173 40.602 40.602 40.596 40.567
1026    39.468 39.468 39.468 39.467 39.455 39.459 39.465 39.464 39.449 39.449 39.449 39.450
1216    42.489 42.491 42.509 42.583 42.456 42.458 42.475 42.549 42.394 42.396 42.413 42.493
1335    39.313 39.313 39.312 39.305 39.329 39.329 39.327 39.315 39.231 39.231 39.229 39.218
1397    37.905 37.905 37.910 37.916 39.273 39.272 39.273 39.271 39.571 39.571 39.570 39.559
1486    36.581 36.581 36.580 36.569 38.603 38.602 38.598 38.579 39.612 39.612 39.610 39.595
1549    38.683 38.683 38.682 38.674 40.359 40.358 40.355 40.340 41.429 41.429 41.426 41.410
1640    38.104 38.104 38.104 38.103 38.126 38.121 38.117 38.116 38.127 38.127 38.126 38.126
1665    39.128 39.127 39.126 39.116 39.980 39.980 39.977 39.959 40.410 40.410 40.407 40.392
1750    38.383 38.383 38.382 38.375 39.070 39.070 39.068 39.053 39.012 39.011 39.009 38.994
1888    39.043 39.044 39.043 39.034 39.533 39.533 39.529 39.508 39.125 39.125 39.113 39.073
1909    40.263 40.263 40.262 40.254 40.870 40.869 40.866 40.852 40.986 40.985 40.982 40.965
2326    39.689 39.690 39.690 39.681 39.277 39.277 39.276 39.257 38.560 38.560 38.555 38.523
2400    38.778 38.776 38.773 38.766 38.309 38.308 38.306 38.298 38.126 38.126 38.124 38.116
2471    38.802 38.806 38.839 39.022 38.134 38.137 38.168 38.338 37.340 37.343 37.370 37.530
2798    39.179 39.180 39.181 39.178 38.794 38.795 38.794 38.788 38.547 38.547 38.546 38.541
2829    38.921 38.921 38.922 38.925 38.937 38.936 38.932 38.927 38.950 38.947 38.927 38.830
2836    37.960 37.967 38.017 38.069 38.715 38.716 38.752 38.787 38.995 38.994 39.021 39.050
2945    39.179 39.179 39.179 39.185 39.195 39.194 39.187 39.170 39.208 39.201 39.157 38.969
3096    38.002 37.969 37.749 37.175 38.714 38.682 38.457 37.880 38.965 38.936 38.711 38.141
3188    39.496 39.496 39.497 39.509 39.511 39.509 39.500 39.464 39.524 39.511 39.429 39.130
3203    36.868 36.868 36.868 36.870 36.884 36.879 36.875 36.874 36.879 36.879 36.879 36.879
3671    38.518 38.518 38.519 38.541 38.517 38.517 38.517 38.537 38.512 38.512 38.514 38.534
3674    38.572 38.572 38.573 38.592 38.571 38.571 38.571 38.588 38.567 38.567 38.568 38.586
3676    38.629 38.629 38.630 38.645 38.629 38.628 38.628 38.642 38.625 38.625 38.626 38.641
3679    38.689 38.689 38.690 38.702 38.689 38.689 38.688 38.700 38.685 38.685 38.686 38.699
3683    38.753 38.753 38.753 38.762 38.752 38.752 38.752 38.761 38.748 38.749 38.749 38.760
3687    38.819 38.819 38.819 38.827 38.819 38.819 38.818 38.825 38.815 38.815 38.816 38.825
3692    38.889 38.889 38.889 38.895 38.889 38.889 38.889 38.894 38.886 38.886 38.887 38.894
3697    38.964 38.964 38.964 38.968 38.964 38.964 38.963 38.967 38.961 38.961 38.961 38.967
3704    39.043 39.043 39.043 39.046 39.043 39.043 39.043 39.045 39.040 39.040 39.041 39.046
3712    39.127 39.127 39.127 39.129 39.128 39.127 39.127 39.129 39.125 39.125 39.125 39.130
3722    39.217 39.217 39.217 39.219 39.218 39.218 39.218 39.219 39.215 39.215 39.216 39.220
3727    40.485 40.484 40.475 40.404 39.738 39.737 39.728 39.657 38.911 38.910 38.901 38.830
3734    39.314 39.314 39.314 39.315 39.316 39.315 39.315 39.316 39.313 39.313 39.314 39.317
3750    39.419 39.419 39.419 39.420 39.421 39.421 39.420 39.421 39.419 39.419 39.419 39.422
3771    39.534 39.534 39.534 39.535 39.536 39.536 39.535 39.536 39.534 39.534 39.534 39.538
3798    39.681 39.681 39.681 39.681 39.692 39.691 39.690 39.689 39.689 39.689 39.689 39.690
3820    38.920 38.921 38.923 38.940 38.904 38.905 38.909 38.945 38.891 38.892 38.904 38.953
3835    39.822 39.822 39.822 39.821 39.833 39.833 39.831 39.831 39.830 39.830 39.831 39.833
3869    39.533 39.533 39.532 39.527 39.901 39.900 39.899 39.891 40.110 40.110 40.108 40.103
3889    39.887 39.888 39.891 39.923 39.899 39.897 39.889 39.836 39.908 39.892 39.757 39.381
3889    39.977 39.977 39.977 39.976 39.988 39.987 39.986 39.986 39.984 39.984 39.984 39.987
3965    38.872 38.873 38.875 38.890 38.885 38.884 38.886 38.914 38.890 38.891 38.899 38.932
3968    39.012 39.012 39.011 39.007 39.380 39.379 39.378 39.370 39.589 39.589 39.588 39.582
3970    40.157 40.157 40.157 40.157 40.168 40.167 40.166 40.166 40.164 40.164 40.164 40.168
