Dust emission from Draine & Li (2007): ApJ 657, 810-837
================================================================
         2 = grain model
 4.000E-08 4.000E-01 7.500E-06 = a_01 (cm) , sigma_1 , b_C1/0.92
 2.500E-07 4.000E-01 2.500E-06 = a_02 (cm) , sigma_2 , b_C2/0.92
 1.000E+01 1.000E+03 2.000E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 4.652E+01 = <U> 
     mmp83 = radfield
 2.060E-22 = power/H (erg s-1)
 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.270E+00  1.906E-25  6.420E-18 COBE-DIRBE
2.220E+00  2.372E-25  1.397E-17 COBE-DIRBE
3.530E+00  1.555E-24  1.456E-16 COBE-DIRBE
4.880E+00  7.186E-25  9.303E-17 COBE-DIRBE
1.229E+01  1.010E-23  3.293E-15 COBE-DIRBE
2.079E+01  1.702E-23  9.388E-15 COBE-DIRBE
5.599E+01  1.446E-22  2.147E-13 COBE-DIRBE
9.770E+01  8.116E-23  2.103E-13 COBE-DIRBE
1.479E+02  3.331E-23  1.307E-13 COBE-DIRBE
2.479E+02  6.419E-24  4.220E-14 COBE-DIRBE
1.200E+01  9.541E-24  3.037E-15 IRAS
2.500E+01  2.442E-23  1.620E-14 IRAS
6.000E+01  1.392E-22  2.215E-13 IRAS
1.000E+02  7.745E-23  2.054E-13 IRAS
3.550E+00  1.810E-24  1.704E-16 SST-IRAC
4.493E+00  5.005E-25  5.966E-17 SST-IRAC
5.731E+00  4.388E-24  6.670E-16 SST-IRAC
7.872E+00  1.131E-23  2.362E-15 SST-IRAC
2.368E+01  2.032E-23  1.276E-14 SST-MIPS
7.142E+01  1.147E-22  2.172E-13 SST-MIPS
1.559E+02  2.615E-23  1.082E-13 SST-MIPS
1.600E+01  1.182E-23  5.017E-15 SST-IRSPU
2.200E+01  1.953E-23  1.139E-14 SST-IRSPU











lambda    nu*dP/dnu     j_nu
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.000E+04  9.555E-31  2.535E-19
9.908E+03  9.906E-31  2.604E-19
9.817E+03  1.027E-30  2.675E-19
9.727E+03  1.065E-30  2.747E-19
9.638E+03  1.104E-30  2.822E-19
9.550E+03  1.144E-30  2.899E-19
9.462E+03  1.187E-30  2.978E-19
9.376E+03  1.230E-30  3.059E-19
9.290E+03  1.275E-30  3.143E-19
9.204E+03  1.322E-30  3.229E-19
9.120E+03  1.371E-30  3.317E-19
9.036E+03  1.421E-30  3.407E-19
8.954E+03  1.473E-30  3.500E-19
8.872E+03  1.527E-30  3.594E-19
8.790E+03  1.583E-30  3.692E-19
8.710E+03  1.641E-30  3.792E-19
8.630E+03  1.701E-30  3.895E-19
8.551E+03  1.764E-30  4.001E-19
8.472E+03  1.829E-30  4.109E-19
8.395E+03  1.896E-30  4.221E-19
8.318E+03  1.965E-30  4.336E-19
8.241E+03  2.038E-30  4.455E-19
8.166E+03  2.113E-30  4.576E-19
8.091E+03  2.190E-30  4.701E-19
8.017E+03  2.271E-30  4.830E-19
7.943E+03  2.355E-30  4.962E-19
7.870E+03  2.442E-30  5.098E-19
7.798E+03  2.532E-30  5.237E-19
7.727E+03  2.625E-30  5.381E-19
7.656E+03  2.722E-30  5.529E-19
7.586E+03  2.823E-30  5.681E-19
7.516E+03  2.928E-30  5.837E-19
7.447E+03  3.036E-30  5.997E-19
