Dust emission from Draine & Li (2007): ApJ 657, 810-837
==========================================================
         7 = grain model
 4.000E-08 4.000E-01 4.500E-05 = a_01 (cm) , sigma_1 , b_C1/0.92
 2.000E-07 5.500E-01 1.500E-05 = a_02 (cm) , sigma_2 , b_C2/0.92
 1.000E+01 1.000E+06 2.000E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 1.151E+02 = <U> 
     mmp83 = radfield
 5.236E-22 = power/H (erg s-1)
 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
7.516E+03  2.956E-30  5.894E-19
7.447E+03  3.065E-30  6.056E-19
7.379E+03  3.179E-30  6.222E-19
7.311E+03  3.296E-30  6.392E-19
7.244E+03  3.418E-30  6.568E-19
7.178E+03  3.544E-30  6.749E-19
7.112E+03  3.676E-30  6.934E-19
7.047E+03  3.812E-30  7.125E-19
6.982E+03  3.953E-30  7.321E-19
6.918E+03  4.099E-30  7.523E-19
6.855E+03  4.251E-30  7.730E-19
6.792E+03  4.409E-30  7.943E-19
6.730E+03  4.572E-30  8.162E-19
6.668E+03  4.742E-30  8.387E-19
6.607E+03  4.918E-30  8.619E-19
6.546E+03  5.101E-30  8.857E-19
6.486E+03  5.290E-30  9.103E-19
6.427E+03  5.487E-30  9.355E-19
6.368E+03  5.692E-30  9.614E-19
6.310E+03  5.904E-30  9.881E-19
6.252E+03  6.124E-30  1.016E-18
6.194E+03  6.353E-30  1.044E-18
6.138E+03  6.590E-30  1.073E-18
6.081E+03  6.836E-30  1.103E-18
6.026E+03  7.092E-30  1.134E-18
5.970E+03  7.357E-30  1.165E-18
5.916E+03  7.633E-30  1.198E-18
5.861E+03  7.919E-30  1.231E-18
5.808E+03  8.216E-30  1.266E-18
5.754E+03  8.524E-30  1.301E-18
5.702E+03  8.844E-30  1.338E-18
5.649E+03  9.176E-30  1.375E-18
5.598E+03  9.521E-30  1.414E-18
5.546E+03  9.880E-30  1.453E-18
5.495E+03  1.025E-29  1.494E-18
5.445E+03  1.064E-29  1.536E-18
5.395E+03  1.104E-29  1.580E-18
5.346E+03  1.146E-29  1.624E-18
5.297E+03  1.189E-29  1.670E-18
5.248E+03  1.234E-29  1.717E-18
5.200E+03  1.280E-29  1.766E-18
5.152E+03  1.329E-29  1.816E-18
5.105E+03  1.379E-29  1.867E-18
5.058E+03  1.431E-29  1.920E-18
5.012E+03  1.485E-29  1.975E-18
4.966E+03  1.542E-29  2.031E-18
4.920E+03  1.600E-29  2.088E-18
4.875E+03  1.661E-29  2.148E-18
4.831E+03  1.724E-29  2.209E-18
4.786E+03  1.789E-29  2.272E-18
4.742E+03  1.857E-29  2.336E-18
4.699E+03  1.928E-29  2.403E-18
4.656E+03  2.001E-29  2.472E-18
4.613E+03  2.077E-29  2.542E-18
4.571E+03  2.157E-29  2.615E-18
4.529E+03  2.239E-29  2.690E-18
4.487E+03  2.324E-29  2.767E-18
4.446E+03  2.413E-29  2.846E-18
4.406E+03  2.505E-29  2.928E-18
4.365E+03  2.601E-29  3.012E-18
4.325E+03  2.701E-29  3.099E-18
4.285E+03  2.804E-29  3.188E-18
4.246E+03  2.912E-29  3.280E-18
4.207E+03  3.024E-29  3.374E-18
4.169E+03  3.140E-29  3.472E-18
4.130E+03  3.260E-29  3.572E-18
4.093E+03  3.386E-29  3.675E-18
4.055E+03  3.516E-29  3.782E-18
4.018E+03  3.651E-29  3.891E-18
3.981E+03  3.792E-29  4.004E-18
3.945E+03  3.937E-29  4.120E-18
3.908E+03  4.089E-29  4.239E-18
3.873E+03  4.247E-29  4.362E-18
3.837E+03  4.410E-29  4.489E-18
3.802E+03  4.581E-29  4.620E-18
3.767E+03  4.758E-29  4.754E-18
3.733E+03  4.942E-29  4.893E-18
3.698E+03  5.133E-29  5.035E-18
3.664E+03  5.332E-29  5.182E-18
3.631E+03  5.538E-29  5.334E-18
3.597E+03  5.753E-29  5.490E-18
3.565E+03  5.976E-29  5.651E-18
3.532E+03  6.209E-29  5.816E-18
3.499E+03  6.450E-29  5.987E-18
3.467E+03  6.701E-29  6.163E-18
3.436E+03  6.962E-29  6.345E-18
3.404E+03  7.233E-29  6.531E-18
3.373E+03  7.515E-29  6.724E-18
3.342E+03  7.809E-29  6.922E-18
3.311E+03  8.114E-29  7.127E-18
3.281E+03  8.431E-29  7.337E-18
3.251E+03  8.761E-29  7.555E-18
3.221E+03  9.104E-29  7.778E-18
3.192E+03  9.460E-29  8.009E-18
3.162E+03  9.831E-29  8.247E-18
3.133E+03  1.022E-28  8.492E-18
3.105E+03  1.062E-28  8.744E-18
3.076E+03  1.104E-28  9.005E-18
3.048E+03  1.147E-28  9.273E-18
3.020E+03  1.192E-28  9.549E-18
2.992E+03  1.239E-28  9.834E-18
2.965E+03  1.288E-28  1.013E-17
2.938E+03  1.338E-28  1.043E-17
2.911E+03  1.391E-28  1.074E-17
2.884E+03  1.446E-28  1.106E-17
2.858E+03  1.503E-28  1.139E-17
2.831E+03  1.562E-28  1.173E-17
2.805E+03  1.623E-28  1.208E-17
2.780E+03  1.688E-28  1.244E-17
2.754E+03  1.754E-28  1.282E-17
2.729E+03  1.824E-28  1.320E-17
2.704E+03  1.896E-28  1.360E-17
2.679E+03  1.971E-28  1.401E-17
2.655E+03  2.049E-28  1.443E-17
2.630E+03  2.130E-28  1.486E-17
2.606E+03  2.215E-28  1.531E-17
2.582E+03  2.303E-28  1.577E-17
2.559E+03  2.394E-28  1.625E-17
2.535E+03  2.490E-28  1.674E-17
2.512E+03  2.589E-28  1.725E-17
2.489E+03  2.692E-28  1.777E-17
2.466E+03  2.799E-28  1.831E-17
2.443E+03  2.911E-28  1.887E-17
2.421E+03  3.027E-28  1.944E-17
2.399E+03  3.148E-28  2.003E-17
2.377E+03  3.274E-28  2.064E-17
2.355E+03  3.405E-28  2.127E-17
2.333E+03  3.541E-28  2.192E-17
2.312E+03  3.683E-28  2.259E-17
2.291E+03  3.830E-28  2.328E-17
2.270E+03  3.984E-28  2.399E-17
2.249E+03  4.144E-28  2.472E-17
2.228E+03  4.310E-28  2.548E-17
2.208E+03  4.483E-28  2.626E-17
2.188E+03  4.663E-28  2.706E-17
2.168E+03  4.851E-28  2.789E-17
2.148E+03  5.046E-28  2.875E-17
2.128E+03  5.249E-28  2.963E-17
2.109E+03  5.460E-28  3.054E-17
2.089E+03  5.680E-28  3.148E-17
2.070E+03  5.909E-28  3.245E-17
2.051E+03  6.147E-28  3.345E-17
2.032E+03  6.395E-28  3.448E-17
2.014E+03  6.654E-28  3.554E-17
1.995E+03  6.922E-28  3.664E-17
1.977E+03  7.202E-28  3.777E-17
1.959E+03  7.493E-28  3.893E-17
1.941E+03  7.795E-28  4.013E-17
1.923E+03  8.111E-28  4.137E-17
1.905E+03  8.439E-28  4.265E-17
1.888E+03  8.780E-28  4.397E-17
1.871E+03  9.136E-28  4.533E-17
1.854E+03  9.506E-28  4.674E-17
1.837E+03  9.891E-28  4.819E-17
1.820E+03  1.029E-27  4.968E-17
1.803E+03  1.071E-27  5.122E-17
1.786E+03  1.114E-27  5.281E-17
1.770E+03  1.160E-27  5.445E-17
1.754E+03  1.207E-27  5.614E-17
1.738E+03  1.256E-27  5.789E-17
1.722E+03  1.307E-27  5.969E-17
1.706E+03  1.360E-27  6.154E-17
1.690E+03  1.415E-27  6.346E-17
1.675E+03  1.473E-27  6.544E-17
1.660E+03  1.533E-27  6.747E-17
1.644E+03  1.595E-27  6.958E-17
1.629E+03  1.660E-27  7.175E-17
1.614E+03  1.728E-27  7.398E-17
1.600E+03  1.798E-27  7.629E-17
1.585E+03  1.871E-27  7.867E-17
1.570E+03  1.948E-27  8.113E-17
1.556E+03  2.027E-27  8.366E-17
1.542E+03  2.110E-27  8.627E-17
1.528E+03  2.196E-27  8.897E-17
1.514E+03  2.285E-27  9.174E-17
1.500E+03  2.378E-27  9.461E-17
1.486E+03  2.475E-27  9.757E-17
1.472E+03  2.577E-27  1.006E-16
1.459E+03  2.682E-27  1.038E-16
1.445E+03  2.791E-27  1.070E-16
1.432E+03  2.905E-27  1.104E-16
1.419E+03  3.024E-27  1.138E-16
1.406E+03  3.148E-27  1.174E-16
1.393E+03  3.276E-27  1.211E-16
1.380E+03  3.410E-27  1.249E-16
1.368E+03  3.550E-27  1.288E-16
1.355E+03  3.695E-27  1.328E-16
1.343E+03  3.846E-27  1.370E-16
1.330E+03  4.004E-27  1.413E-16
1.318E+03  4.167E-27  1.457E-16
1.306E+03  4.338E-27  1.503E-16
1.294E+03  4.515E-27  1.550E-16
1.282E+03  4.700E-27  1.599E-16
1.271E+03  4.892E-27  1.649E-16
1.259E+03  5.093E-27  1.701E-16
1.247E+03  5.301E-27  1.754E-16
1.236E+03  5.518E-27  1.809E-16
1.225E+03  5.743E-27  1.866E-16
1.213E+03  5.978E-27  1.924E-16
1.202E+03  6.223E-27  1.985E-16
1.191E+03  6.477E-27  2.047E-16
1.180E+03  6.742E-27  2.111E-16
1.169E+03  7.018E-27  2.177E-16
1.159E+03  7.305E-27  2.245E-16
1.148E+03  7.603E-27  2.316E-16
1.138E+03  7.914E-27  2.388E-16
1.127E+03  8.238E-27  2.463E-16
1.117E+03  8.574E-27  2.540E-16
1.107E+03  8.924E-27  2.620E-16
1.096E+03  9.289E-27  2.702E-16
1.086E+03  9.668E-27  2.786E-16
1.076E+03  1.006E-26  2.873E-16
1.067E+03  1.047E-26  2.963E-16
1.057E+03  1.090E-26  3.056E-16
1.047E+03  1.135E-26  3.151E-16
1.038E+03  1.181E-26  3.250E-16
1.028E+03  1.229E-26  3.351E-16
1.019E+03  1.279E-26  3.456E-16
1.009E+03  1.331E-26  3.564E-16
1.000E+03  1.385E-26  3.675E-16
9.908E+02  1.442E-26  3.790E-16
9.817E+02  1.501E-26  3.908E-16
9.727E+02  1.562E-26  4.030E-16
9.638E+02  1.626E-26  4.156E-16
9.550E+02  1.692E-26  4.286E-16
9.462E+02  1.761E-26  4.419E-16
9.376E+02  1.832E-26  4.557E-16
9.290E+02  1.907E-26  4.699E-16
9.204E+02  1.984E-26  4.845E-16
9.120E+02  2.065E-26  4.996E-16
9.036E+02  2.149E-26  5.151E-16
8.954E+02  2.236E-26  5.311E-16
8.872E+02  2.327E-26  5.476E-16
8.790E+02  2.421E-26  5.646E-16
8.710E+02  2.520E-26  5.821E-16
8.630E+02  2.622E-26  6.001E-16
8.551E+02  2.728E-26  6.187E-16
8.472E+02  2.838E-26  6.378E-16
8.395E+02  2.953E-26  6.575E-16
8.318E+02  3.072E-26  6.778E-16
8.241E+02  3.196E-26  6.987E-16
8.166E+02  3.325E-26  7.202E-16
8.091E+02  3.459E-26  7.424E-16
8.017E+02  3.598E-26  7.652E-16
7.943E+02  3.743E-26  7.887E-16
7.870E+02  3.894E-26  8.129E-16
7.798E+02  4.050E-26  8.378E-16
7.727E+02  4.213E-26  8.635E-16
7.656E+02  4.382E-26  8.900E-16
7.586E+02  4.558E-26  9.172E-16
7.516E+02  4.741E-26  9.453E-16
7.447E+02  4.932E-26  9.742E-16
7.379E+02  5.130E-26  1.004E-15
7.311E+02  5.336E-26  1.035E-15
7.244E+02  5.550E-26  1.067E-15
7.178E+02  5.774E-26  1.099E-15
7.112E+02  6.006E-26  1.133E-15
7.047E+02  6.247E-26  1.168E-15
6.982E+02  6.498E-26  1.203E-15
6.918E+02  6.759E-26  1.240E-15
6.855E+02  7.030E-26  1.278E-15
6.792E+02  7.313E-26  1.317E-15
6.730E+02  7.605E-26  1.358E-15
6.668E+02  7.910E-26  1.399E-15
6.607E+02  8.227E-26  1.442E-15
6.546E+02  8.557E-26  1.486E-15
6.486E+02  8.901E-26  1.531E-15
6.427E+02  9.259E-26  1.578E-15
6.368E+02  9.632E-26  1.627E-15
6.310E+02  1.002E-25  1.677E-15
6.252E+02  1.042E-25  1.728E-15
6.194E+02  1.084E-25  1.781E-15
6.138E+02  1.128E-25  1.836E-15
6.081E+02  1.173E-25  1.892E-15
6.026E+02  1.220E-25  1.951E-15
5.970E+02  1.270E-25  2.010E-15
5.916E+02  1.321E-25  2.072E-15
5.861E+02  1.374E-25  2.136E-15
5.808E+02  1.429E-25  2.201E-15
5.754E+02  1.487E-25  2.269E-15
5.702E+02  1.546E-25  2.339E-15
5.649E+02  1.609E-25  2.411E-15
5.598E+02  1.673E-25  2.485E-15
5.546E+02  1.741E-25  2.561E-15
5.495E+02  1.811E-25  2.640E-15
5.445E+02  1.884E-25  2.721E-15
5.395E+02  1.960E-25  2.805E-15
5.346E+02  2.039E-25  2.891E-15
5.297E+02  2.121E-25  2.980E-15
5.248E+02  2.206E-25  3.071E-15
5.200E+02  2.295E-25  3.166E-15
5.152E+02  2.388E-25  3.263E-15
5.105E+02  2.484E-25  3.364E-15
5.058E+02  2.584E-25  3.467E-15
5.012E+02  2.688E-25  3.574E-15
4.966E+02  2.796E-25  3.683E-15
4.920E+02  2.909E-25  3.797E-15
4.875E+02  3.026E-25  3.913E-15
4.831E+02  3.148E-25  4.033E-15
4.786E+02  3.274E-25  4.157E-15
4.742E+02  3.406E-25  4.285E-15
4.699E+02  3.543E-25  4.416E-15
4.656E+02  3.686E-25  4.552E-15
4.613E+02  3.834E-25  4.691E-15
4.571E+02  3.988E-25  4.835E-15
4.529E+02  4.148E-25  4.984E-15
4.487E+02  4.315E-25  5.136E-15
4.446E+02  4.488E-25  5.294E-15
4.406E+02  4.668E-25  5.456E-15
4.365E+02  4.856E-25  5.622E-15
4.325E+02  5.051E-25  5.794E-15
4.285E+02  5.253E-25  5.972E-15
4.246E+02  5.464E-25  6.154E-15
4.207E+02  5.683E-25  6.342E-15
4.169E+02  5.911E-25  6.536E-15
4.130E+02  6.147E-25  6.735E-15
4.093E+02  6.394E-25  6.941E-15
4.055E+02  6.650E-25  7.153E-15
4.018E+02  6.916E-25  7.371E-15
3.981E+02  7.193E-25  7.596E-15
3.945E+02  7.481E-25  7.827E-15
3.908E+02  7.780E-25  8.066E-15
3.873E+02  8.091E-25  8.312E-15
3.837E+02  8.415E-25  8.565E-15
3.802E+02  8.751E-25  8.825E-15
3.767E+02  9.101E-25  9.094E-15
3.733E+02  9.464E-25  9.370E-15
3.698E+02  9.841E-25  9.654E-15
3.664E+02  1.023E-24  9.947E-15
3.631E+02  1.064E-24  1.025E-14
3.597E+02  1.107E-24  1.056E-14
3.565E+02  1.151E-24  1.088E-14
3.532E+02  1.196E-24  1.121E-14
3.499E+02  1.244E-24  1.155E-14
3.467E+02  1.293E-24  1.189E-14
3.436E+02  1.345E-24  1.225E-14
3.404E+02  1.398E-24  1.262E-14
3.373E+02  1.453E-24  1.300E-14
3.342E+02  1.511E-24  1.339E-14
3.311E+02  1.571E-24  1.379E-14
3.281E+02  1.633E-24  1.421E-14
3.251E+02  1.697E-24  1.463E-14
3.221E+02  1.764E-24  1.507E-14
3.192E+02  1.833E-24  1.552E-14
3.162E+02  1.906E-24  1.598E-14
3.133E+02  1.981E-24  1.646E-14
3.105E+02  2.058E-24  1.695E-14
3.076E+02  2.139E-24  1.745E-14
3.048E+02  2.223E-24  1.797E-14
3.020E+02  2.310E-24  1.850E-14
2.992E+02  2.400E-24  1.905E-14
2.965E+02  2.494E-24  1.961E-14
2.938E+02  2.591E-24  2.019E-14
2.911E+02  2.692E-24  2.079E-14
2.884E+02  2.797E-24  2.140E-14
2.858E+02  2.905E-24  2.202E-14
2.831E+02  3.018E-24  2.267E-14
2.805E+02  3.135E-24  2.333E-14
2.780E+02  3.256E-24  2.401E-14
2.754E+02  3.382E-24  2.471E-14
2.729E+02  3.513E-24  2.543E-14
2.704E+02  3.649E-24  2.617E-14
2.679E+02  3.789E-24  2.693E-14
2.655E+02  3.936E-24  2.771E-14
2.630E+02  4.087E-24  2.852E-14
2.606E+02  4.244E-24  2.934E-14
2.582E+02  4.407E-24  3.019E-14
2.559E+02  4.575E-24  3.105E-14
2.535E+02  4.749E-24  3.193E-14
2.512E+02  4.928E-24  3.284E-14
2.489E+02  5.111E-24  3.374E-14
2.466E+02  5.297E-24  3.465E-14
2.443E+02  5.488E-24  3.557E-14
2.421E+02  5.684E-24  3.651E-14
2.399E+02  5.886E-24  3.746E-14
2.377E+02  6.092E-24  3.841E-14
2.355E+02  6.303E-24  3.938E-14
2.333E+02  6.522E-24  4.037E-14
2.312E+02  6.747E-24  4.138E-14
2.291E+02  6.980E-24  4.241E-14
2.270E+02  7.219E-24  4.347E-14
2.249E+02  7.466E-24  4.454E-14
2.228E+02  7.721E-24  4.564E-14
2.208E+02  7.984E-24  4.676E-14
2.188E+02  8.254E-24  4.790E-14
2.168E+02  8.533E-24  4.907E-14
2.148E+02  8.820E-24  5.025E-14
2.128E+02  9.116E-24  5.146E-14
2.109E+02  9.421E-24  5.269E-14
2.089E+02  9.734E-24  5.395E-14
2.070E+02  1.006E-23  5.523E-14
2.051E+02  1.039E-23  5.653E-14
2.032E+02  1.073E-23  5.785E-14
2.014E+02  1.108E-23  5.920E-14
1.995E+02  1.145E-23  6.057E-14
1.977E+02  1.182E-23  6.197E-14
1.959E+02  1.220E-23  6.339E-14
1.941E+02  1.259E-23  6.484E-14
1.923E+02  1.300E-23  6.631E-14
1.905E+02  1.342E-23  6.781E-14
1.888E+02  1.384E-23  6.934E-14
1.871E+02  1.429E-23  7.089E-14
1.854E+02  1.474E-23  7.246E-14
1.837E+02  1.520E-23  7.407E-14
1.820E+02  1.568E-23  7.570E-14
1.803E+02  1.617E-23  7.736E-14
1.786E+02  1.668E-23  7.905E-14
1.770E+02  1.720E-23  8.077E-14
1.754E+02  1.774E-23  8.252E-14
1.738E+02  1.829E-23  8.430E-14
1.722E+02  1.885E-23  8.611E-14
1.706E+02  1.943E-23  8.795E-14
1.690E+02  2.003E-23  8.982E-14
1.675E+02  2.065E-23  9.174E-14
1.660E+02  2.128E-23  9.369E-14
1.644E+02  2.193E-23  9.567E-14
1.629E+02  2.261E-23  9.770E-14
1.614E+02  2.330E-23  9.977E-14
1.600E+02  2.401E-23  1.019E-13
1.585E+02  2.475E-23  1.040E-13
1.570E+02  2.551E-23  1.062E-13
1.556E+02  2.629E-23  1.085E-13
1.542E+02  2.710E-23  1.108E-13
1.528E+02  2.794E-23  1.132E-13
1.514E+02  2.880E-23  1.156E-13
1.500E+02  2.969E-23  1.181E-13
1.486E+02  3.061E-23  1.207E-13
1.472E+02  3.156E-23  1.232E-13
1.459E+02  3.252E-23  1.258E-13
1.445E+02  3.351E-23  1.285E-13
1.432E+02  3.450E-23  1.311E-13
1.419E+02  3.548E-23  1.336E-13
1.406E+02  3.645E-23  1.360E-13
1.393E+02  3.740E-23  1.382E-13
1.380E+02  3.831E-23  1.403E-13
1.368E+02  3.919E-23  1.422E-13
1.355E+02  4.004E-23  1.439E-13
1.343E+02  4.087E-23  1.456E-13
1.330E+02  4.170E-23  1.472E-13
1.318E+02  4.253E-23  1.487E-13
1.306E+02  4.338E-23  1.503E-13
1.294E+02  4.424E-23  1.519E-13
1.282E+02  4.513E-23  1.535E-13
1.271E+02  4.603E-23  1.551E-13
1.259E+02  4.697E-23  1.569E-13
1.247E+02  4.793E-23  1.586E-13
1.236E+02  4.892E-23  1.604E-13
1.225E+02  4.993E-23  1.622E-13
1.213E+02  5.098E-23  1.641E-13
1.202E+02  5.204E-23  1.660E-13
1.191E+02  5.313E-23  1.679E-13
1.180E+02  5.425E-23  1.698E-13
1.169E+02  5.538E-23  1.718E-13
1.159E+02  5.652E-23  1.737E-13
1.148E+02  5.770E-23  1.757E-13
1.138E+02  5.890E-23  1.777E-13
1.127E+02  6.011E-23  1.797E-13
1.117E+02  6.136E-23  1.818E-13
1.107E+02  6.263E-23  1.838E-13
1.096E+02  6.392E-23  1.859E-13
1.086E+02  6.523E-23  1.880E-13
1.076E+02  6.656E-23  1.900E-13
1.067E+02  6.791E-23  1.921E-13
1.057E+02  6.928E-23  1.942E-13
1.047E+02  7.067E-23  1.963E-13
1.038E+02  7.208E-23  1.984E-13
1.028E+02  7.349E-23  2.004E-13
1.019E+02  7.493E-23  2.024E-13
1.009E+02  7.638E-23  2.045E-13
1.000E+02  7.785E-23  2.065E-13
9.908E+01  7.932E-23  2.085E-13
9.817E+01  8.083E-23  2.105E-13
9.727E+01  8.233E-23  2.124E-13
9.638E+01  8.386E-23  2.144E-13
9.550E+01  8.541E-23  2.164E-13
9.462E+01  8.696E-23  2.183E-13
9.376E+01  8.853E-23  2.202E-13
9.290E+01  9.011E-23  2.220E-13
9.204E+01  9.170E-23  2.239E-13
9.120E+01  9.330E-23  2.257E-13
9.036E+01  9.492E-23  2.275E-13
8.954E+01  9.654E-23  2.293E-13
8.872E+01  9.818E-23  2.310E-13
8.790E+01  9.984E-23  2.328E-13
8.710E+01  1.015E-22  2.345E-13
8.630E+01  1.032E-22  2.362E-13
8.551E+01  1.049E-22  2.378E-13
8.472E+01  1.065E-22  2.394E-13
8.395E+01  1.082E-22  2.410E-13
8.318E+01  1.100E-22  2.426E-13
8.241E+01  1.117E-22  2.441E-13
8.166E+01  1.134E-22  2.457E-13
8.091E+01  1.152E-22  2.472E-13
8.017E+01  1.169E-22  2.486E-13
7.943E+01  1.187E-22  2.501E-13
7.870E+01  1.204E-22  2.514E-13
7.798E+01  1.222E-22  2.528E-13
7.727E+01  1.240E-22  2.541E-13
7.656E+01  1.258E-22  2.554E-13
7.586E+01  1.276E-22  2.567E-13
7.516E+01  1.294E-22  2.579E-13
7.447E+01  1.311E-22  2.591E-13
7.379E+01  1.329E-22  2.602E-13
7.311E+01  1.347E-22  2.613E-13
7.244E+01  1.365E-22  2.623E-13
7.178E+01  1.383E-22  2.633E-13
7.112E+01  1.401E-22  2.643E-13
7.047E+01  1.419E-22  2.653E-13
6.982E+01  1.438E-22  2.662E-13
6.918E+01  1.456E-22  2.672E-13
6.855E+01  1.474E-22  2.680E-13
6.792E+01  1.492E-22  2.689E-13
6.730E+01  1.511E-22  2.697E-13
6.668E+01  1.529E-22  2.705E-13
6.607E+01  1.548E-22  2.712E-13
6.546E+01  1.566E-22  2.719E-13
6.486E+01  1.584E-22  2.726E-13
6.427E+01  1.603E-22  2.733E-13
6.368E+01  1.621E-22  2.739E-13
6.310E+01  1.640E-22  2.745E-13
6.252E+01  1.659E-22  2.751E-13
6.194E+01  1.678E-22  2.757E-13
6.138E+01  1.697E-22  2.762E-13
6.081E+01  1.716E-22  2.768E-13
6.026E+01  1.735E-22  2.772E-13
5.970E+01  1.754E-22  2.777E-13
5.916E+01  1.773E-22  2.782E-13
5.861E+01  1.792E-22  2.786E-13
5.808E+01  1.811E-22  2.790E-13
5.754E+01  1.831E-22  2.794E-13
5.702E+01  1.850E-22  2.798E-13
5.649E+01  1.870E-22  2.802E-13
5.598E+01  1.890E-22  2.806E-13
5.546E+01  1.910E-22  2.809E-13
5.495E+01  1.930E-22  2.813E-13
5.445E+01  1.950E-22  2.817E-13
5.395E+01  1.971E-22  2.820E-13
5.346E+01  1.992E-22  2.824E-13
5.297E+01  2.013E-22  2.828E-13
5.248E+01  2.034E-22  2.831E-13
5.200E+01  2.055E-22  2.835E-13
5.152E+01  2.077E-22  2.839E-13
5.105E+01  2.099E-22  2.842E-13
