Dust emission from Draine & Li (2007): ApJ 657, 810-837
================================================================
         3 = grain model
 4.000E-08 4.000E-01 1.500E-05 = a_01 (cm) , sigma_1 , b_C1/0.92
 2.500E-07 4.000E-01 5.000E-06 = a_02 (cm) , sigma_2 , b_C2/0.92
 1.000E+01 1.000E+03 2.000E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 4.652E+01 = <U> 
     mmp83 = radfield
 2.070E-22 = power/H (erg s-1)
 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.270E+00  3.054E-25  1.029E-17 COBE-DIRBE
2.220E+00  3.845E-25  2.264E-17 COBE-DIRBE
3.530E+00  2.559E-24  2.396E-16 COBE-DIRBE
4.880E+00  1.185E-24  1.534E-16 COBE-DIRBE
1.229E+01  1.318E-23  4.296E-15 COBE-DIRBE
2.079E+01  1.776E-23  9.794E-15 COBE-DIRBE
5.599E+01  1.408E-22  2.091E-13 COBE-DIRBE
9.770E+01  8.014E-23  2.077E-13 COBE-DIRBE
1.479E+02  3.309E-23  1.298E-13 COBE-DIRBE
2.479E+02  6.393E-24  4.203E-14 COBE-DIRBE
1.200E+01  1.309E-23  4.167E-15 IRAS
2.500E+01  2.439E-23  1.618E-14 IRAS
6.000E+01  1.358E-22  2.161E-13 IRAS
1.000E+02  7.651E-23  2.029E-13 IRAS
3.550E+00  2.978E-24  2.804E-16 SST-IRAC
4.493E+00  8.253E-25  9.836E-17 SST-IRAC
5.731E+00  7.150E-24  1.087E-15 SST-IRAC
7.872E+00  1.733E-23  3.619E-15 SST-IRAC
2.368E+01  2.026E-23  1.273E-14 SST-MIPS
7.142E+01  1.125E-22  2.131E-13 SST-MIPS
1.559E+02  2.600E-23  1.075E-13 SST-MIPS
1.600E+01  1.349E-23  5.724E-15 SST-IRSPU
2.200E+01  1.968E-23  1.148E-14 SST-IRSPU











lambda    nu*dP/dnu     j_nu
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.000E+04  9.554E-31  2.534E-19
9.908E+03  9.905E-31  2.603E-19
9.817E+03  1.027E-30  2.674E-19
9.727E+03  1.065E-30  2.747E-19
9.638E+03  1.104E-30  2.822E-19
9.550E+03  1.144E-30  2.899E-19
9.462E+03  1.186E-30  2.977E-19
9.376E+03  1.230E-30  3.059E-19
9.290E+03  1.275E-30  3.142E-19
9.204E+03  1.322E-30  3.227E-19
9.120E+03  1.370E-30  3.315E-19
9.036E+03  1.421E-30  3.406E-19
8.954E+03  1.473E-30  3.498E-19
8.872E+03  1.527E-30  3.593E-19
8.790E+03  1.583E-30  3.690E-19
8.710E+03  1.640E-30  3.790E-19
8.630E+03  1.701E-30  3.893E-19
8.551E+03  1.763E-30  3.998E-19
8.472E+03  1.828E-30  4.107E-19
8.395E+03  1.895E-30  4.219E-19
8.318E+03  1.964E-30  4.334E-19
8.241E+03  2.036E-30  4.452E-19
8.166E+03  2.111E-30  4.573E-19
8.091E+03  2.189E-30  4.698E-19
8.017E+03  2.269E-30  4.826E-19
7.943E+03  2.353E-30  4.958E-19
7.870E+03  2.440E-30  5.094E-19
7.798E+03  2.530E-30  5.233E-19
7.727E+03  2.623E-30  5.376E-19
7.656E+03  2.720E-30  5.524E-19
7.586E+03  2.821E-30  5.676E-19
7.516E+03  2.925E-30  5.831E-19
7.447E+03  3.033E-30  5.992E-19
7.379E+03  3.145E-30  6.157E-19
7.311E+03  3.262E-30  6.326E-19
7.244E+03  3.383E-30  6.500E-19
7.178E+03  3.508E-30  6.680E-19
7.112E+03  3.638E-30  6.864E-19
7.047E+03  3.774E-30  7.054E-19
6.982E+03  3.914E-30  7.249E-19
6.918E+03  4.059E-30  7.449E-19
6.855E+03  4.210E-30  7.654E-19
6.792E+03  4.366E-30  7.866E-19
6.730E+03  4.528E-30  8.084E-19
6.668E+03  4.697E-30  8.308E-19
6.607E+03  4.872E-30  8.538E-19
6.546E+03  5.053E-30  8.775E-19
6.486E+03  5.242E-30  9.019E-19
6.427E+03  5.437E-30  9.270E-19
6.368E+03  5.640E-30  9.528E-19
6.310E+03  5.851E-30  9.793E-19
6.252E+03  6.070E-30  1.007E-18
6.194E+03  6.297E-30  1.035E-18
6.138E+03  6.533E-30  1.064E-18
6.081E+03  6.778E-30  1.093E-18
6.026E+03  7.032E-30  1.124E-18
5.970E+03  7.295E-30  1.155E-18
5.916E+03  7.569E-30  1.188E-18
5.861E+03  7.853E-30  1.221E-18
5.808E+03  8.149E-30  1.255E-18
5.754E+03  8.455E-30  1.291E-18
5.702E+03  8.773E-30  1.327E-18
5.649E+03  9.104E-30  1.364E-18
5.598E+03  9.447E-30  1.403E-18
5.546E+03  9.803E-30  1.442E-18
5.495E+03  1.017E-29  1.483E-18
5.445E+03  1.056E-29  1.525E-18
5.395E+03  1.096E-29  1.568E-18
5.346E+03  1.137E-29  1.612E-18
5.297E+03  1.180E-29  1.658E-18
5.248E+03  1.225E-29  1.705E-18
5.200E+03  1.271E-29  1.753E-18
5.152E+03  1.319E-29  1.803E-18
5.105E+03  1.369E-29  1.854E-18
5.058E+03  1.421E-29  1.907E-18
5.012E+03  1.475E-29  1.961E-18
4.966E+03  1.531E-29  2.017E-18
4.920E+03  1.589E-29  2.074E-18
4.875E+03  1.650E-29  2.133E-18
4.831E+03  1.712E-29  2.194E-18
4.786E+03  1.777E-29  2.257E-18
4.742E+03  1.845E-29  2.321E-18
4.699E+03  1.915E-29  2.387E-18
4.656E+03  1.988E-29  2.456E-18
4.613E+03  2.064E-29  2.526E-18
4.571E+03  2.143E-29  2.599E-18
4.529E+03  2.225E-29  2.673E-18
4.487E+03  2.310E-29  2.750E-18
4.446E+03  2.399E-29  2.829E-18
4.406E+03  2.490E-29  2.910E-18
4.365E+03  2.586E-29  2.994E-18
4.325E+03  2.685E-29  3.081E-18
4.285E+03  2.788E-29  3.169E-18
4.246E+03  2.895E-29  3.261E-18
4.207E+03  3.006E-29  3.355E-18
4.169E+03  3.122E-29  3.452E-18
4.130E+03  3.242E-29  3.552E-18
4.093E+03  3.367E-29  3.655E-18
4.055E+03  3.497E-29  3.761E-18
4.018E+03  3.631E-29  3.870E-18
3.981E+03  3.771E-29  3.983E-18
3.945E+03  3.917E-29  4.098E-18
3.908E+03  4.068E-29  4.217E-18
3.873E+03  4.225E-29  4.340E-18
3.837E+03  4.388E-29  4.466E-18
3.802E+03  4.558E-29  4.596E-18
3.767E+03  4.734E-29  4.730E-18
3.733E+03  4.917E-29  4.868E-18
3.698E+03  5.108E-29  5.011E-18
3.664E+03  5.306E-29  5.157E-18
3.631E+03  5.512E-29  5.308E-18
3.597E+03  5.726E-29  5.464E-18
3.565E+03  5.948E-29  5.624E-18
3.532E+03  6.180E-29  5.789E-18
3.499E+03  6.420E-29  5.960E-18
3.467E+03  6.670E-29  6.135E-18
3.436E+03  6.930E-29  6.316E-18
3.404E+03  7.201E-29  6.502E-18
3.373E+03  7.482E-29  6.694E-18
3.342E+03  7.774E-29  6.892E-18
3.311E+03  8.078E-29  7.096E-18
3.281E+03  8.395E-29  7.306E-18
3.251E+03  8.723E-29  7.522E-18
3.221E+03  9.065E-29  7.745E-18
3.192E+03  9.421E-29  7.975E-18
3.162E+03  9.790E-29  8.212E-18
3.133E+03  1.017E-28  8.456E-18
3.105E+03  1.057E-28  8.708E-18
3.076E+03  1.099E-28  8.968E-18
3.048E+03  1.142E-28  9.235E-18
3.020E+03  1.187E-28  9.511E-18
2.992E+03  1.234E-28  9.795E-18
2.965E+03  1.283E-28  1.009E-17
2.938E+03  1.333E-28  1.039E-17
2.911E+03  1.385E-28  1.070E-17
2.884E+03  1.440E-28  1.102E-17
2.858E+03  1.497E-28  1.135E-17
2.831E+03  1.556E-28  1.169E-17
2.805E+03  1.617E-28  1.204E-17
2.780E+03  1.681E-28  1.240E-17
2.754E+03  1.748E-28  1.277E-17
2.729E+03  1.817E-28  1.315E-17
2.704E+03  1.889E-28  1.355E-17
2.679E+03  1.964E-28  1.396E-17
2.655E+03  2.042E-28  1.438E-17
2.630E+03  2.123E-28  1.481E-17
2.606E+03  2.207E-28  1.526E-17
2.582E+03  2.295E-28  1.572E-17
2.559E+03  2.386E-28  1.619E-17
2.535E+03  2.481E-28  1.668E-17
2.512E+03  2.580E-28  1.719E-17
2.489E+03  2.682E-28  1.771E-17
2.466E+03  2.789E-28  1.825E-17
2.443E+03  2.901E-28  1.880E-17
2.421E+03  3.017E-28  1.937E-17
2.399E+03  3.137E-28  1.996E-17
2.377E+03  3.263E-28  2.057E-17
2.355E+03  3.393E-28  2.120E-17
2.333E+03  3.529E-28  2.184E-17
2.312E+03  3.670E-28  2.251E-17
2.291E+03  3.818E-28  2.320E-17
2.270E+03  3.971E-28  2.391E-17
2.249E+03  4.130E-28  2.464E-17
2.228E+03  4.296E-28  2.539E-17
2.208E+03  4.468E-28  2.617E-17
2.188E+03  4.648E-28  2.697E-17
2.168E+03  4.835E-28  2.780E-17
2.148E+03  5.030E-28  2.866E-17
2.128E+03  5.232E-28  2.954E-17
2.109E+03  5.443E-28  3.044E-17
2.089E+03  5.662E-28  3.138E-17
2.070E+03  5.891E-28  3.235E-17
2.051E+03  6.128E-28  3.334E-17
2.032E+03  6.376E-28  3.437E-17
2.014E+03  6.633E-28  3.543E-17
1.995E+03  6.901E-28  3.652E-17
1.977E+03  7.180E-28  3.765E-17
1.959E+03  7.470E-28  3.881E-17
1.941E+03  7.772E-28  4.001E-17
1.923E+03  8.086E-28  4.125E-17
1.905E+03  8.414E-28  4.253E-17
1.888E+03  8.754E-28  4.384E-17
1.871E+03  9.109E-28  4.520E-17
1.854E+03  9.478E-28  4.660E-17
1.837E+03  9.863E-28  4.805E-17
1.820E+03  1.026E-27  4.954E-17
1.803E+03  1.068E-27  5.107E-17
1.786E+03  1.111E-27  5.266E-17
1.770E+03  1.156E-27  5.430E-17
1.754E+03  1.203E-27  5.599E-17
1.738E+03  1.252E-27  5.773E-17
1.722E+03  1.303E-27  5.952E-17
1.706E+03  1.356E-27  6.138E-17
1.690E+03  1.411E-27  6.329E-17
1.675E+03  1.469E-27  6.526E-17
1.660E+03  1.529E-27  6.730E-17
1.644E+03  1.591E-27  6.940E-17
1.629E+03  1.656E-27  7.156E-17
1.614E+03  1.723E-27  7.380E-17
1.600E+03  1.794E-27  7.610E-17
1.585E+03  1.867E-27  7.848E-17
1.570E+03  1.943E-27  8.093E-17
1.556E+03  2.022E-27  8.346E-17
1.542E+03  2.105E-27  8.607E-17
1.528E+03  2.190E-27  8.876E-17
1.514E+03  2.280E-27  9.153E-17
1.500E+03  2.373E-27  9.440E-17
1.486E+03  2.470E-27  9.735E-17
1.472E+03  2.571E-27  1.004E-16
1.459E+03  2.676E-27  1.036E-16
1.445E+03  2.785E-27  1.068E-16
1.432E+03  2.899E-27  1.101E-16
1.419E+03  3.018E-27  1.136E-16
1.406E+03  3.142E-27  1.172E-16
1.393E+03  3.270E-27  1.208E-16
1.380E+03  3.404E-27  1.246E-16
1.368E+03  3.543E-27  1.286E-16
1.355E+03  3.689E-27  1.326E-16
1.343E+03  3.840E-27  1.368E-16
1.330E+03  3.997E-27  1.411E-16
1.318E+03  4.161E-27  1.455E-16
1.306E+03  4.331E-27  1.501E-16
1.294E+03  4.509E-27  1.548E-16
1.282E+03  4.693E-27  1.596E-16
1.271E+03  4.886E-27  1.647E-16
1.259E+03  5.086E-27  1.698E-16
1.247E+03  5.294E-27  1.752E-16
1.236E+03  5.511E-27  1.807E-16
1.225E+03  5.737E-27  1.864E-16
1.213E+03  5.972E-27  1.922E-16
1.202E+03  6.216E-27  1.982E-16
1.191E+03  6.471E-27  2.045E-16
1.180E+03  6.736E-27  2.109E-16
1.169E+03  7.012E-27  2.175E-16
1.159E+03  7.299E-27  2.244E-16
1.148E+03  7.598E-27  2.314E-16
1.138E+03  7.910E-27  2.387E-16
1.127E+03  8.233E-27  2.462E-16
1.117E+03  8.571E-27  2.539E-16
1.107E+03  8.921E-27  2.619E-16
1.096E+03  9.287E-27  2.701E-16
1.086E+03  9.667E-27  2.786E-16
1.076E+03  1.006E-26  2.873E-16
1.067E+03  1.047E-26  2.963E-16
1.057E+03  1.090E-26  3.056E-16
1.047E+03  1.135E-26  3.152E-16
1.038E+03  1.181E-26  3.251E-16
1.028E+03  1.229E-26  3.353E-16
1.019E+03  1.280E-26  3.458E-16
1.009E+03  1.332E-26  3.566E-16
1.000E+03  1.386E-26  3.677E-16
9.908E+02  1.443E-26  3.793E-16
9.817E+02  1.502E-26  3.911E-16
9.727E+02  1.563E-26  4.034E-16
9.638E+02  1.627E-26  4.160E-16
9.550E+02  1.694E-26  4.290E-16
9.462E+02  1.763E-26  4.425E-16
9.376E+02  1.835E-26  4.563E-16
9.290E+02  1.910E-26  4.706E-16
9.204E+02  1.988E-26  4.853E-16
9.120E+02  2.069E-26  5.004E-16
9.036E+02  2.153E-26  5.161E-16
8.954E+02  2.241E-26  5.322E-16
8.872E+02  2.332E-26  5.487E-16
8.790E+02  2.427E-26  5.658E-16
8.710E+02  2.525E-26  5.834E-16
8.630E+02  2.628E-26  6.015E-16
8.551E+02  2.735E-26  6.202E-16
8.472E+02  2.846E-26  6.395E-16
8.395E+02  2.961E-26  6.593E-16
8.318E+02  3.081E-26  6.797E-16
8.241E+02  3.206E-26  7.008E-16
8.166E+02  3.335E-26  7.225E-16
8.091E+02  3.470E-26  7.448E-16
8.017E+02  3.611E-26  7.678E-16
7.943E+02  3.756E-26  7.915E-16
7.870E+02  3.908E-26  8.159E-16
7.798E+02  4.066E-26  8.411E-16
7.727E+02  4.230E-26  8.670E-16
7.656E+02  4.400E-26  8.936E-16
7.586E+02  4.578E-26  9.211E-16
7.516E+02  4.762E-26  9.494E-16
7.447E+02  4.954E-26  9.787E-16
7.379E+02  5.154E-26  1.009E-15
7.311E+02  5.362E-26  1.040E-15
7.244E+02  5.578E-26  1.072E-15
7.178E+02  5.803E-26  1.105E-15
7.112E+02  6.037E-26  1.139E-15
7.047E+02  6.281E-26  1.174E-15
6.982E+02  6.534E-26  1.210E-15
6.918E+02  6.797E-26  1.247E-15
6.855E+02  7.071E-26  1.286E-15
6.792E+02  7.356E-26  1.325E-15
6.730E+02  7.652E-26  1.366E-15
6.668E+02  7.959E-26  1.408E-15
6.607E+02  8.279E-26  1.451E-15
6.546E+02  8.613E-26  1.496E-15
6.486E+02  8.960E-26  1.542E-15
6.427E+02  9.322E-26  1.589E-15
6.368E+02  9.699E-26  1.638E-15
6.310E+02  1.009E-25  1.689E-15
6.252E+02  1.050E-25  1.741E-15
6.194E+02  1.092E-25  1.794E-15
6.138E+02  1.136E-25  1.850E-15
6.081E+02  1.182E-25  1.907E-15
6.026E+02  1.230E-25  1.966E-15
5.970E+02  1.279E-25  2.026E-15
5.916E+02  1.331E-25  2.089E-15
5.861E+02  1.385E-25  2.153E-15
5.808E+02  1.441E-25  2.219E-15
5.754E+02  1.499E-25  2.288E-15
5.702E+02  1.559E-25  2.359E-15
5.649E+02  1.622E-25  2.431E-15
5.598E+02  1.688E-25  2.506E-15
5.546E+02  1.756E-25  2.584E-15
5.495E+02  1.827E-25  2.663E-15
5.445E+02  1.901E-25  2.745E-15
5.395E+02  1.978E-25  2.830E-15
5.346E+02  2.057E-25  2.917E-15
5.297E+02  2.141E-25  3.007E-15
5.248E+02  2.227E-25  3.100E-15
5.200E+02  2.317E-25  3.196E-15
5.152E+02  2.410E-25  3.294E-15
5.105E+02  2.508E-25  3.396E-15
5.058E+02  2.609E-25  3.501E-15
5.012E+02  2.714E-25  3.608E-15
4.966E+02  2.824E-25  3.720E-15
4.920E+02  2.938E-25  3.834E-15
4.875E+02  3.056E-25  3.952E-15
4.831E+02  3.179E-25  4.074E-15
4.786E+02  3.308E-25  4.199E-15
4.742E+02  3.441E-25  4.329E-15
4.699E+02  3.580E-25  4.462E-15
4.656E+02  3.724E-25  4.599E-15
4.613E+02  3.874E-25  4.740E-15
4.571E+02  4.030E-25  4.886E-15
4.529E+02  4.192E-25  5.036E-15
4.487E+02  4.361E-25  5.191E-15
4.446E+02  4.536E-25  5.350E-15
4.406E+02  4.718E-25  5.514E-15
4.365E+02  4.908E-25  5.683E-15
4.325E+02  5.105E-25  5.857E-15
4.285E+02  5.310E-25  6.036E-15
4.246E+02  5.523E-25  6.221E-15
4.207E+02  5.745E-25  6.411E-15
4.169E+02  5.975E-25  6.607E-15
4.130E+02  6.215E-25  6.809E-15
4.093E+02  6.464E-25  7.017E-15
4.055E+02  6.723E-25  7.232E-15
4.018E+02  6.992E-25  7.452E-15
3.981E+02  7.272E-25  7.680E-15
3.945E+02  7.564E-25  7.914E-15
3.908E+02  7.866E-25  8.155E-15
3.873E+02  8.181E-25  8.404E-15
3.837E+02  8.508E-25  8.660E-15
3.802E+02  8.848E-25  8.923E-15
3.767E+02  9.201E-25  9.194E-15
3.733E+02  9.568E-25  9.473E-15
3.698E+02  9.950E-25  9.761E-15
3.664E+02  1.035E-24  1.006E-14
3.631E+02  1.076E-24  1.036E-14
3.597E+02  1.119E-24  1.068E-14
3.565E+02  1.163E-24  1.100E-14
3.532E+02  1.209E-24  1.133E-14
3.499E+02  1.257E-24  1.167E-14
3.467E+02  1.307E-24  1.202E-14
3.436E+02  1.359E-24  1.239E-14
3.404E+02  1.413E-24  1.276E-14
3.373E+02  1.469E-24  1.314E-14
3.342E+02  1.527E-24  1.354E-14
3.311E+02  1.587E-24  1.394E-14
3.281E+02  1.650E-24  1.436E-14
3.251E+02  1.715E-24  1.479E-14
3.221E+02  1.782E-24  1.523E-14
3.192E+02  1.852E-24  1.568E-14
3.162E+02  1.925E-24  1.615E-14
3.133E+02  2.001E-24  1.663E-14
3.105E+02  2.079E-24  1.712E-14
3.076E+02  2.161E-24  1.763E-14
3.048E+02  2.245E-24  1.815E-14
3.020E+02  2.333E-24  1.869E-14
2.992E+02  2.424E-24  1.924E-14
2.965E+02  2.518E-24  1.980E-14
2.938E+02  2.616E-24  2.038E-14
2.911E+02  2.718E-24  2.098E-14
2.884E+02  2.823E-24  2.160E-14
2.858E+02  2.932E-24  2.223E-14
2.831E+02  3.046E-24  2.287E-14
2.805E+02  3.163E-24  2.354E-14
2.780E+02  3.285E-24  2.422E-14
2.754E+02  3.412E-24  2.492E-14
2.729E+02  3.543E-24  2.565E-14
2.704E+02  3.679E-24  2.639E-14
2.679E+02  3.821E-24  2.715E-14
2.655E+02  3.967E-24  2.794E-14
2.630E+02  4.120E-24  2.874E-14
2.606E+02  4.277E-24  2.957E-14
2.582E+02  4.441E-24  3.042E-14
2.559E+02  4.609E-24  3.128E-14
2.535E+02  4.783E-24  3.217E-14
2.512E+02  4.963E-24  3.307E-14
2.489E+02  5.146E-24  3.398E-14
2.466E+02  5.333E-24  3.489E-14
2.443E+02  5.525E-24  3.581E-14
2.421E+02  5.723E-24  3.675E-14
2.399E+02  5.926E-24  3.771E-14
2.377E+02  6.132E-24  3.866E-14
2.355E+02  6.345E-24  3.964E-14
2.333E+02  6.565E-24  4.064E-14
2.312E+02  6.791E-24  4.165E-14
2.291E+02  7.025E-24  4.269E-14
2.270E+02  7.266E-24  4.375E-14
2.249E+02  7.514E-24  4.483E-14
2.228E+02  7.770E-24  4.593E-14
2.208E+02  8.034E-24  4.706E-14
2.188E+02  8.306E-24  4.820E-14
2.168E+02  8.586E-24  4.937E-14
2.148E+02  8.875E-24  5.056E-14
2.128E+02  9.172E-24  5.177E-14
2.109E+02  9.477E-24  5.301E-14
2.089E+02  9.792E-24  5.427E-14
2.070E+02  1.012E-23  5.555E-14
2.051E+02  1.045E-23  5.685E-14
2.032E+02  1.079E-23  5.818E-14
2.014E+02  1.115E-23  5.953E-14
1.995E+02  1.151E-23  6.091E-14
1.977E+02  1.188E-23  6.231E-14
1.959E+02  1.227E-23  6.373E-14
1.941E+02  1.266E-23  6.518E-14
1.923E+02  1.307E-23  6.665E-14
1.905E+02  1.348E-23  6.815E-14
1.888E+02  1.391E-23  6.967E-14
1.871E+02  1.435E-23  7.122E-14
1.854E+02  1.481E-23  7.280E-14
1.837E+02  1.527E-23  7.440E-14
1.820E+02  1.575E-23  7.602E-14
1.803E+02  1.624E-23  7.768E-14
1.786E+02  1.675E-23  7.936E-14
1.770E+02  1.727E-23  8.107E-14
1.754E+02  1.780E-23  8.281E-14
1.738E+02  1.835E-23  8.457E-14
1.722E+02  1.891E-23  8.637E-14
1.706E+02  1.949E-23  8.820E-14
1.690E+02  2.008E-23  9.005E-14
1.675E+02  2.069E-23  9.194E-14
1.660E+02  2.132E-23  9.387E-14
1.644E+02  2.197E-23  9.583E-14
1.629E+02  2.263E-23  9.782E-14
1.614E+02  2.332E-23  9.986E-14
1.600E+02  2.402E-23  1.019E-13
1.585E+02  2.475E-23  1.040E-13
1.570E+02  2.549E-23  1.062E-13
1.556E+02  2.626E-23  1.084E-13
1.542E+02  2.706E-23  1.106E-13
1.528E+02  2.787E-23  1.129E-13
1.514E+02  2.871E-23  1.153E-13
1.500E+02  2.958E-23  1.177E-13
1.486E+02  3.047E-23  1.201E-13
1.472E+02  3.139E-23  1.226E-13
1.459E+02  3.232E-23  1.251E-13
1.445E+02  3.327E-23  1.276E-13
1.432E+02  3.423E-23  1.300E-13
1.419E+02  3.518E-23  1.324E-13
1.406E+02  3.612E-23  1.347E-13
1.393E+02  3.704E-23  1.369E-13
1.380E+02  3.792E-23  1.389E-13
1.368E+02  3.877E-23  1.407E-13
1.355E+02  3.960E-23  1.424E-13
1.343E+02  4.041E-23  1.439E-13
1.330E+02  4.122E-23  1.455E-13
1.318E+02  4.203E-23  1.470E-13
1.306E+02  4.285E-23  1.485E-13
1.294E+02  4.370E-23  1.500E-13
1.282E+02  4.456E-23  1.516E-13
1.271E+02  4.544E-23  1.531E-13
1.259E+02  4.634E-23  1.547E-13
1.247E+02  4.726E-23  1.564E-13
1.236E+02  4.821E-23  1.581E-13
1.225E+02  4.919E-23  1.598E-13
1.213E+02  5.018E-23  1.615E-13
1.202E+02  5.120E-23  1.633E-13
1.191E+02  5.223E-23  1.650E-13
1.180E+02  5.329E-23  1.668E-13
1.169E+02  5.436E-23  1.686E-13
1.159E+02  5.544E-23  1.704E-13
1.148E+02  5.655E-23  1.722E-13
1.138E+02  5.768E-23  1.740E-13
1.127E+02  5.882E-23  1.759E-13
1.117E+02  5.998E-23  1.777E-13
1.107E+02  6.116E-23  1.795E-13
1.096E+02  6.236E-23  1.814E-13
1.086E+02  6.357E-23  1.832E-13
1.076E+02  6.480E-23  1.850E-13
1.067E+02  6.605E-23  1.869E-13
1.057E+02  6.730E-23  1.887E-13
1.047E+02  6.858E-23  1.905E-13
1.038E+02  6.986E-23  1.923E-13
1.028E+02  7.115E-23  1.940E-13
1.019E+02  7.245E-23  1.958E-13
1.009E+02  7.376E-23  1.975E-13
1.000E+02  7.509E-23  1.992E-13
9.908E+01  7.641E-23  2.008E-13
9.817E+01  7.775E-23  2.025E-13
9.727E+01  7.909E-23  2.041E-13
9.638E+01  8.044E-23  2.057E-13
9.550E+01  8.179E-23  2.072E-13
9.462E+01  8.315E-23  2.087E-13
9.376E+01  8.451E-23  2.102E-13
9.290E+01  8.588E-23  2.116E-13
9.204E+01  8.724E-23  2.130E-13
9.120E+01  8.861E-23  2.144E-13
9.036E+01  8.998E-23  2.157E-13
8.954E+01  9.135E-23  2.170E-13
8.872E+01  9.272E-23  2.182E-13
8.790E+01  9.409E-23  2.194E-13
8.710E+01  9.546E-23  2.206E-13
8.630E+01  9.684E-23  2.217E-13
8.551E+01  9.821E-23  2.228E-13
8.472E+01  9.957E-23  2.238E-13
8.395E+01  1.009E-22  2.247E-13
8.318E+01  1.023E-22  2.257E-13
8.241E+01  1.036E-22  2.266E-13
8.166E+01  1.050E-22  2.274E-13
8.091E+01  1.063E-22  2.282E-13
8.017E+01  1.077E-22  2.289E-13
7.943E+01  1.090E-22  2.296E-13
7.870E+01  1.103E-22  2.303E-13
7.798E+01  1.116E-22  2.308E-13
7.727E+01  1.129E-22  2.313E-13
7.656E+01  1.141E-22  2.318E-13
7.586E+01  1.154E-22  2.322E-13
7.516E+01  1.167E-22  2.326E-13
7.447E+01  1.179E-22  2.329E-13
7.379E+01  1.191E-22  2.331E-13
7.311E+01  1.203E-22  2.333E-13
7.244E+01  1.214E-22  2.334E-13
7.178E+01  1.226E-22  2.334E-13
7.112E+01  1.237E-22  2.334E-13
7.047E+01  1.248E-22  2.334E-13
6.982E+01  1.259E-22  2.333E-13
6.918E+01  1.270E-22  2.331E-13
6.855E+01  1.281E-22  2.329E-13
6.792E+01  1.291E-22  2.326E-13
6.730E+01  1.301E-22  2.323E-13
6.668E+01  1.311E-22  2.319E-13
6.607E+01  1.321E-22  2.315E-13
6.546E+01  1.330E-22  2.310E-13
6.486E+01  1.339E-22  2.304E-13
6.427E+01  1.348E-22  2.298E-13
6.368E+01  1.357E-22  2.292E-13
6.310E+01  1.365E-22  2.285E-13
6.252E+01  1.373E-22  2.277E-13
6.194E+01  1.381E-22  2.269E-13
6.138E+01  1.389E-22  2.261E-13
6.081E+01  1.396E-22  2.252E-13
6.026E+01  1.403E-22  2.243E-13
5.970E+01  1.410E-22  2.233E-13
5.916E+01  1.416E-22  2.222E-13
5.861E+01  1.422E-22  2.211E-13
5.808E+01  1.428E-22  2.200E-13
5.754E+01  1.434E-22  2.189E-13
5.702E+01  1.439E-22  2.177E-13
5.649E+01  1.444E-22  2.164E-13
5.598E+01  1.449E-22  2.151E-13
5.546E+01  1.453E-22  2.138E-13
5.495E+01  1.458E-22  2.125E-13
5.445E+01  1.462E-22  2.111E-13
5.395E+01  1.465E-22  2.097E-13
5.346E+01  1.469E-22  2.083E-13
