Dust emission from Draine & Li (2007): ApJ 657, 810-837
================================================================
         6 = grain model
 4.000E-08 4.000E-01 3.750E-05 = a_01 (cm) , sigma_1 , b_C1/0.92
 2.500E-07 4.000E-01 1.250E-05 = a_02 (cm) , sigma_2 , b_C2/0.92
 1.000E+01 1.000E+05 2.000E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 9.211E+01 = <U> 
     mmp83 = radfield
 4.150E-22 = power/H (erg s-1)
 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.270E+00  1.416E-24  4.771E-17 COBE-DIRBE
2.220E+00  1.820E-24  1.072E-16 COBE-DIRBE
3.530E+00  1.202E-23  1.125E-15 COBE-DIRBE
4.880E+00  5.758E-24  7.453E-16 COBE-DIRBE
1.229E+01  6.369E-23  2.076E-14 COBE-DIRBE
2.079E+01  1.018E-22  5.614E-14 COBE-DIRBE
5.599E+01  1.915E-22  2.845E-13 COBE-DIRBE
9.770E+01  8.483E-23  2.198E-13 COBE-DIRBE
1.479E+02  3.349E-23  1.314E-13 COBE-DIRBE
2.479E+02  6.351E-24  4.176E-14 COBE-DIRBE
1.200E+01  6.487E-23  2.065E-14 IRAS
2.500E+01  1.286E-22  8.530E-14 IRAS
6.000E+01  1.809E-22  2.879E-13 IRAS
1.000E+02  8.047E-23  2.134E-13 IRAS
3.550E+00  1.397E-23  1.316E-15 SST-IRAC
4.493E+00  3.994E-24  4.759E-16 SST-IRAC
5.731E+00  3.540E-23  5.382E-15 SST-IRAC
7.872E+00  8.946E-23  1.868E-14 SST-IRAC
2.368E+01  1.192E-22  7.487E-14 SST-MIPS
7.142E+01  1.297E-22  2.458E-13 SST-MIPS
1.559E+02  2.616E-23  1.082E-13 SST-MIPS
1.600E+01  6.425E-23  2.727E-14 SST-IRSPU
2.200E+01  1.155E-22  6.738E-14 SST-IRSPU











lambda    nu*dP/dnu     j_nu
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.000E+04  9.565E-31  2.537E-19
9.908E+03  9.916E-31  2.606E-19
9.817E+03  1.028E-30  2.677E-19
9.727E+03  1.066E-30  2.750E-19
9.638E+03  1.105E-30  2.824E-19
9.550E+03  1.145E-30  2.901E-19
9.462E+03  1.187E-30  2.980E-19
9.376E+03  1.231E-30  3.061E-19
9.290E+03  1.276E-30  3.144E-19
9.204E+03  1.323E-30  3.229E-19
9.120E+03  1.371E-30  3.317E-19
9.036E+03  1.422E-30  3.407E-19
8.954E+03  1.473E-30  3.500E-19
8.872E+03  1.527E-30  3.594E-19
8.790E+03  1.583E-30  3.691E-19
8.710E+03  1.641E-30  3.791E-19
8.630E+03  1.701E-30  3.893E-19
8.551E+03  1.763E-30  3.999E-19
8.472E+03  1.828E-30  4.107E-19
8.395E+03  1.894E-30  4.218E-19
8.318E+03  1.964E-30  4.333E-19
8.241E+03  2.036E-30  4.451E-19
8.166E+03  2.111E-30  4.572E-19
8.091E+03  2.188E-30  4.696E-19
8.017E+03  2.268E-30  4.824E-19
7.943E+03  2.352E-30  4.955E-19
7.870E+03  2.438E-30  5.091E-19
7.798E+03  2.528E-30  5.230E-19
7.727E+03  2.621E-30  5.373E-19
7.656E+03  2.718E-30  5.520E-19
7.586E+03  2.818E-30  5.671E-19
7.516E+03  2.922E-30  5.826E-19
7.447E+03  3.030E-30  5.986E-19
7.379E+03  3.142E-30  6.150E-19
7.311E+03  3.258E-30  6.319E-19
7.244E+03  3.379E-30  6.493E-19
7.178E+03  3.504E-30  6.672E-19
7.112E+03  3.634E-30  6.855E-19
7.047E+03  3.768E-30  7.044E-19
6.982E+03  3.908E-30  7.238E-19
6.918E+03  4.053E-30  7.438E-19
6.855E+03  4.203E-30  7.643E-19
6.792E+03  4.359E-30  7.853E-19
6.730E+03  4.521E-30  8.070E-19
6.668E+03  4.689E-30  8.293E-19
6.607E+03  4.863E-30  8.523E-19
6.546E+03  5.044E-30  8.759E-19
6.486E+03  5.232E-30  9.001E-19
6.427E+03  5.427E-30  9.251E-19
6.368E+03  5.629E-30  9.508E-19
6.310E+03  5.839E-30  9.772E-19
6.252E+03  6.057E-30  1.004E-18
6.194E+03  6.283E-30  1.032E-18
6.138E+03  6.518E-30  1.061E-18
6.081E+03  6.762E-30  1.091E-18
6.026E+03  7.015E-30  1.121E-18
5.970E+03  7.277E-30  1.153E-18
5.916E+03  7.550E-30  1.185E-18
5.861E+03  7.833E-30  1.218E-18
5.808E+03  8.127E-30  1.252E-18
5.754E+03  8.432E-30  1.287E-18
5.702E+03  8.749E-30  1.323E-18
5.649E+03  9.078E-30  1.360E-18
5.598E+03  9.420E-30  1.399E-18
5.546E+03  9.774E-30  1.438E-18
5.495E+03  1.014E-29  1.479E-18
5.445E+03  1.053E-29  1.520E-18
5.395E+03  1.092E-29  1.563E-18
5.346E+03  1.133E-29  1.607E-18
5.297E+03  1.176E-29  1.653E-18
5.248E+03  1.221E-29  1.699E-18
5.200E+03  1.267E-29  1.747E-18
5.152E+03  1.315E-29  1.797E-18
5.105E+03  1.365E-29  1.848E-18
5.058E+03  1.416E-29  1.900E-18
5.012E+03  1.470E-29  1.954E-18
4.966E+03  1.526E-29  2.010E-18
4.920E+03  1.584E-29  2.067E-18
4.875E+03  1.644E-29  2.126E-18
4.831E+03  1.706E-29  2.186E-18
4.786E+03  1.771E-29  2.248E-18
4.742E+03  1.838E-29  2.312E-18
4.699E+03  1.908E-29  2.378E-18
4.656E+03  1.981E-29  2.446E-18
4.613E+03  2.056E-29  2.516E-18
4.571E+03  2.135E-29  2.588E-18
4.529E+03  2.216E-29  2.663E-18
4.487E+03  2.301E-29  2.739E-18
4.446E+03  2.389E-29  2.818E-18
4.406E+03  2.480E-29  2.899E-18
4.365E+03  2.575E-29  2.982E-18
4.325E+03  2.674E-29  3.068E-18
4.285E+03  2.776E-29  3.156E-18
4.246E+03  2.883E-29  3.247E-18
4.207E+03  2.994E-29  3.341E-18
4.169E+03  3.109E-29  3.437E-18
4.130E+03  3.228E-29  3.537E-18
4.093E+03  3.352E-29  3.639E-18
4.055E+03  3.481E-29  3.745E-18
4.018E+03  3.615E-29  3.853E-18
3.981E+03  3.755E-29  3.965E-18
3.945E+03  3.899E-29  4.080E-18
3.908E+03  4.049E-29  4.198E-18
3.873E+03  4.206E-29  4.320E-18
3.837E+03  4.368E-29  4.446E-18
3.802E+03  4.537E-29  4.575E-18
3.767E+03  4.712E-29  4.708E-18
3.733E+03  4.894E-29  4.846E-18
3.698E+03  5.084E-29  4.987E-18
3.664E+03  5.281E-29  5.133E-18
3.631E+03  5.486E-29  5.283E-18
3.597E+03  5.699E-29  5.438E-18
3.565E+03  5.920E-29  5.597E-18
3.532E+03  6.150E-29  5.762E-18
3.499E+03  6.389E-29  5.931E-18
3.467E+03  6.638E-29  6.105E-18
3.436E+03  6.897E-29  6.285E-18
3.404E+03  7.166E-29  6.470E-18
3.373E+03  7.445E-29  6.661E-18
3.342E+03  7.736E-29  6.858E-18
3.311E+03  8.038E-29  7.061E-18
3.281E+03  8.353E-29  7.269E-18
3.251E+03  8.680E-29  7.485E-18
3.221E+03  9.020E-29  7.707E-18
3.192E+03  9.373E-29  7.935E-18
3.162E+03  9.741E-29  8.171E-18
3.133E+03  1.012E-28  8.414E-18
3.105E+03  1.052E-28  8.664E-18
3.076E+03  1.093E-28  8.922E-18
3.048E+03  1.136E-28  9.188E-18
3.020E+03  1.181E-28  9.463E-18
2.992E+03  1.228E-28  9.745E-18
2.965E+03  1.276E-28  1.003E-17
2.938E+03  1.326E-28  1.033E-17
2.911E+03  1.378E-28  1.064E-17
2.884E+03  1.433E-28  1.096E-17
2.858E+03  1.489E-28  1.129E-17
2.831E+03  1.548E-28  1.162E-17
2.805E+03  1.609E-28  1.197E-17
2.780E+03  1.673E-28  1.233E-17
2.754E+03  1.739E-28  1.270E-17
2.729E+03  1.807E-28  1.308E-17
2.704E+03  1.879E-28  1.348E-17
2.679E+03  1.953E-28  1.388E-17
2.655E+03  2.031E-28  1.430E-17
2.630E+03  2.112E-28  1.473E-17
2.606E+03  2.195E-28  1.518E-17
2.582E+03  2.283E-28  1.564E-17
2.559E+03  2.373E-28  1.611E-17
2.535E+03  2.468E-28  1.660E-17
2.512E+03  2.566E-28  1.710E-17
2.489E+03  2.668E-28  1.762E-17
2.466E+03  2.775E-28  1.815E-17
2.443E+03  2.886E-28  1.870E-17
2.421E+03  3.001E-28  1.927E-17
2.399E+03  3.121E-28  1.986E-17
2.377E+03  3.246E-28  2.046E-17
2.355E+03  3.375E-28  2.109E-17
2.333E+03  3.511E-28  2.173E-17
2.312E+03  3.651E-28  2.239E-17
2.291E+03  3.798E-28  2.308E-17
2.270E+03  3.950E-28  2.378E-17
2.249E+03  4.108E-28  2.451E-17
2.228E+03  4.273E-28  2.526E-17
2.208E+03  4.445E-28  2.603E-17
2.188E+03  4.624E-28  2.683E-17
2.168E+03  4.810E-28  2.766E-17
2.148E+03  5.003E-28  2.851E-17
2.128E+03  5.205E-28  2.938E-17
2.109E+03  5.415E-28  3.029E-17
2.089E+03  5.633E-28  3.122E-17
2.070E+03  5.860E-28  3.218E-17
2.051E+03  6.096E-28  3.317E-17
2.032E+03  6.342E-28  3.419E-17
2.014E+03  6.598E-28  3.525E-17
1.995E+03  6.865E-28  3.633E-17
1.977E+03  7.142E-28  3.745E-17
1.959E+03  7.431E-28  3.861E-17
1.941E+03  7.731E-28  3.980E-17
1.923E+03  8.044E-28  4.103E-17
1.905E+03  8.370E-28  4.230E-17
1.888E+03  8.709E-28  4.361E-17
1.871E+03  9.061E-28  4.496E-17
1.854E+03  9.429E-28  4.636E-17
1.837E+03  9.811E-28  4.780E-17
1.820E+03  1.021E-27  4.928E-17
1.803E+03  1.062E-27  5.081E-17
1.786E+03  1.105E-27  5.239E-17
1.770E+03  1.150E-27  5.401E-17
1.754E+03  1.197E-27  5.569E-17
1.738E+03  1.246E-27  5.743E-17
1.722E+03  1.296E-27  5.921E-17
1.706E+03  1.349E-27  6.106E-17
1.690E+03  1.404E-27  6.296E-17
1.675E+03  1.461E-27  6.492E-17
1.660E+03  1.521E-27  6.694E-17
1.644E+03  1.583E-27  6.903E-17
1.629E+03  1.647E-27  7.118E-17
1.614E+03  1.714E-27  7.340E-17
1.600E+03  1.784E-27  7.569E-17
1.585E+03  1.857E-27  7.806E-17
1.570E+03  1.932E-27  8.050E-17
1.556E+03  2.011E-27  8.301E-17
1.542E+03  2.093E-27  8.560E-17
1.528E+03  2.179E-27  8.828E-17
1.514E+03  2.268E-27  9.104E-17
1.500E+03  2.360E-27  9.388E-17
1.486E+03  2.456E-27  9.682E-17
1.472E+03  2.557E-27  9.986E-17
1.459E+03  2.661E-27  1.030E-16
1.445E+03  2.770E-27  1.062E-16
1.432E+03  2.883E-27  1.095E-16
1.419E+03  3.001E-27  1.130E-16
1.406E+03  3.124E-27  1.165E-16
1.393E+03  3.252E-27  1.202E-16
1.380E+03  3.385E-27  1.239E-16
1.368E+03  3.523E-27  1.278E-16
1.355E+03  3.668E-27  1.318E-16
1.343E+03  3.818E-27  1.360E-16
1.330E+03  3.974E-27  1.402E-16
1.318E+03  4.137E-27  1.447E-16
1.306E+03  4.306E-27  1.492E-16
1.294E+03  4.482E-27  1.539E-16
1.282E+03  4.666E-27  1.587E-16
1.271E+03  4.857E-27  1.637E-16
1.259E+03  5.056E-27  1.688E-16
1.247E+03  5.263E-27  1.741E-16
1.236E+03  5.478E-27  1.796E-16
1.225E+03  5.702E-27  1.852E-16
1.213E+03  5.936E-27  1.910E-16
1.202E+03  6.179E-27  1.970E-16
1.191E+03  6.431E-27  2.032E-16
1.180E+03  6.695E-27  2.096E-16
1.169E+03  6.969E-27  2.162E-16
1.159E+03  7.254E-27  2.230E-16
