Dust emission from Draine & Li (2007): ApJ 657, 810-837
==========================================================
         2 = grain model
 4.000E-08 4.000E-01 7.500E-06 = a_01 (cm) , sigma_1 , b_C1/0.92
 2.000E-07 5.500E-01 2.500E-06 = a_02 (cm) , sigma_2 , b_C2/0.92
 1.000E+01 1.000E+06 2.000E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 1.151E+02 = <U> 
     mmp83 = radfield
 5.089E-22 = power/H (erg s-1)
 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.270E+00  4.975E-25  1.676E-17 COBE-DIRBE
2.220E+00  6.604E-25  3.889E-17 COBE-DIRBE
3.530E+00  5.117E-24  4.792E-16 COBE-DIRBE
4.880E+00  6.428E-24  8.321E-16 COBE-DIRBE
1.229E+01  7.678E-23  2.503E-14 COBE-DIRBE
2.079E+01  1.613E-22  8.895E-14 COBE-DIRBE
5.599E+01  2.268E-22  3.368E-13 COBE-DIRBE
9.770E+01  9.268E-23  2.402E-13 COBE-DIRBE
1.479E+02  3.556E-23  1.395E-13 COBE-DIRBE
2.479E+02  6.652E-24  4.373E-14 COBE-DIRBE
1.200E+01  7.318E-23  2.329E-14 IRAS
2.500E+01  2.024E-22  1.342E-13 IRAS
6.000E+01  2.132E-22  3.393E-13 IRAS
1.000E+02  8.767E-23  2.325E-13 IRAS
3.550E+00  5.856E-24  5.515E-16 SST-IRAC
4.493E+00  4.360E-24  5.196E-16 SST-IRAC
5.731E+00  2.456E-23  3.734E-15 SST-IRAC
7.872E+00  7.139E-23  1.491E-14 SST-IRAC
2.368E+01  1.910E-22  1.200E-13 SST-MIPS
7.142E+01  1.463E-22  2.771E-13 SST-MIPS
1.559E+02  2.766E-23  1.144E-13 SST-MIPS
1.600E+01  1.005E-22  4.265E-14 SST-IRSPU
2.200E+01  1.859E-22  1.085E-13 SST-IRSPU
7.500E+01  1.268E-22  2.523E-13 Herschel-PACS
1.100E+02  6.194E-23  1.807E-13 Herschel-PACS
1.700E+02  2.107E-23  9.503E-14 Herschel-PACS
2.500E+02  5.406E-24  3.585E-14 Herschel-SPIRE
3.600E+02  1.210E-24  1.156E-14 Herschel-SPIRE
5.200E+02  2.579E-25  3.557E-15 Herschel-SPIRE
2.400E+00  7.993E-25  5.088E-17 Akari IRC NIR N2
3.200E+00  3.813E-24  3.236E-16 Akari IRC NIR N3
4.100E+00  4.287E-24  4.662E-16 Akari IRC NIR N4
7.000E+00  7.232E-23  1.343E-14 Akari IRC MIR-S S7
9.000E+00  6.826E-23  1.629E-14 Akari IRC MIR-S S9W
1.100E+01  6.883E-23  2.008E-14 Akari IRC MIR-S S11
1.500E+01  1.062E-22  4.226E-14 Akari IRC MIR-L L15
1.800E+01  1.428E-22  6.819E-14 Akari IRC MIR-L L18W
2.400E+01  1.870E-22  1.190E-13 Akari IRC MIR-L L24
6.500E+01  1.787E-22  3.081E-13 Akari FIS N60
8.000E+01  1.195E-22  2.536E-13 Akari FIS WIDE-S
1.400E+02  3.515E-23  1.305E-13 Akari FIS WIDE-L
1.600E+02  2.527E-23  1.073E-13 Akari FIS N160
 
 
 
 


lambda    nu*dP/dnu     j_nu
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.000E+04  9.671E-31  2.565E-19
9.908E+03  1.003E-30  2.635E-19
9.817E+03  1.039E-30  2.707E-19
9.727E+03  1.078E-30  2.781E-19
9.638E+03  1.117E-30  2.857E-19
9.550E+03  1.158E-30  2.934E-19
9.462E+03  1.201E-30  3.014E-19
9.376E+03  1.245E-30  3.097E-19
9.290E+03  1.291E-30  3.181E-19
9.204E+03  1.338E-30  3.268E-19
9.120E+03  1.388E-30  3.357E-19
9.036E+03  1.439E-30  3.448E-19
8.954E+03  1.491E-30  3.542E-19
8.872E+03  1.546E-30  3.638E-19
8.790E+03  1.603E-30  3.737E-19
8.710E+03  1.661E-30  3.838E-19
8.630E+03  1.722E-30  3.942E-19
8.551E+03  1.785E-30  4.049E-19
8.472E+03  1.851E-30  4.160E-19
8.395E+03  1.919E-30  4.273E-19
8.318E+03  1.989E-30  4.389E-19
8.241E+03  2.063E-30  4.509E-19
8.166E+03  2.138E-30  4.632E-19
8.091E+03  2.217E-30  4.759E-19
8.017E+03  2.299E-30  4.889E-19
7.943E+03  2.384E-30  5.022E-19
7.870E+03  2.472E-30  5.160E-19
7.798E+03  2.563E-30  5.301E-19
7.727E+03  2.658E-30  5.447E-19
7.656E+03  2.756E-30  5.596E-19
7.586E+03  2.858E-30  5.750E-19
7.516E+03  2.963E-30  5.908E-19
7.447E+03  3.073E-30  6.071E-19
7.379E+03  3.187E-30  6.238E-19
7.311E+03  3.305E-30  6.410E-19
7.244E+03  3.428E-30  6.587E-19
7.178E+03  3.555E-30  6.769E-19
7.112E+03  3.687E-30  6.956E-19
7.047E+03  3.824E-30  7.148E-19
6.982E+03  3.966E-30  7.346E-19
6.918E+03  4.113E-30  7.549E-19
6.855E+03  4.266E-30  7.758E-19
6.792E+03  4.425E-30  7.972E-19
6.730E+03  4.590E-30  8.193E-19
6.668E+03  4.761E-30  8.420E-19
6.607E+03  4.938E-30  8.654E-19
6.546E+03  5.122E-30  8.894E-19
6.486E+03  5.313E-30  9.142E-19
6.427E+03  5.512E-30  9.396E-19
6.368E+03  5.718E-30  9.658E-19
6.310E+03  5.931E-30  9.927E-19
6.252E+03  6.153E-30  1.020E-18
6.194E+03  6.384E-30  1.049E-18
6.138E+03  6.623E-30  1.078E-18
6.081E+03  6.871E-30  1.108E-18
6.026E+03  7.129E-30  1.139E-18
5.970E+03  7.397E-30  1.171E-18
5.916E+03  7.674E-30  1.204E-18
5.861E+03  7.963E-30  1.238E-18
5.808E+03  8.262E-30  1.273E-18
5.754E+03  8.573E-30  1.309E-18
5.702E+03  8.896E-30  1.345E-18
5.649E+03  9.231E-30  1.383E-18
5.598E+03  9.579E-30  1.422E-18
5.546E+03  9.941E-30  1.462E-18
5.495E+03  1.032E-29  1.504E-18
5.445E+03  1.071E-29  1.546E-18
5.395E+03  1.111E-29  1.590E-18
5.346E+03  1.153E-29  1.635E-18
5.297E+03  1.197E-29  1.681E-18
5.248E+03  1.242E-29  1.729E-18
5.200E+03  1.289E-29  1.778E-18
5.152E+03  1.338E-29  1.829E-18
5.105E+03  1.389E-29  1.881E-18
5.058E+03  1.441E-29  1.934E-18
5.012E+03  1.496E-29  1.989E-18
4.966E+03  1.553E-29  2.046E-18
4.920E+03  1.612E-29  2.104E-18
4.875E+03  1.673E-29  2.164E-18
4.831E+03  1.737E-29  2.226E-18
4.786E+03  1.803E-29  2.289E-18
4.742E+03  1.872E-29  2.355E-18
4.699E+03  1.943E-29  2.422E-18
4.656E+03  2.017E-29  2.491E-18
4.613E+03  2.094E-29  2.563E-18
4.571E+03  2.174E-29  2.636E-18
4.529E+03  2.257E-29  2.712E-18
4.487E+03  2.344E-29  2.790E-18
4.446E+03  2.434E-29  2.870E-18
4.406E+03  2.527E-29  2.953E-18
4.365E+03  2.624E-29  3.038E-18
4.325E+03  2.724E-29  3.126E-18
4.285E+03  2.829E-29  3.216E-18
4.246E+03  2.938E-29  3.309E-18
4.207E+03  3.050E-29  3.404E-18
4.169E+03  3.168E-29  3.503E-18
4.130E+03  3.290E-29  3.604E-18
4.093E+03  3.416E-29  3.709E-18
4.055E+03  3.548E-29  3.816E-18
4.018E+03  3.685E-29  3.927E-18
3.981E+03  3.827E-29  4.041E-18
3.945E+03  3.974E-29  4.159E-18
3.908E+03  4.128E-29  4.279E-18
3.873E+03  4.287E-29  4.404E-18
3.837E+03  4.453E-29  4.532E-18
3.802E+03  4.625E-29  4.664E-18
3.767E+03  4.804E-29  4.800E-18
3.733E+03  4.990E-29  4.941E-18
3.698E+03  5.183E-29  5.085E-18
3.664E+03  5.384E-29  5.234E-18
3.631E+03  5.594E-29  5.387E-18
3.597E+03  5.811E-29  5.545E-18
3.565E+03  6.037E-29  5.708E-18
3.532E+03  6.272E-29  5.876E-18
3.499E+03  6.516E-29  6.048E-18
3.467E+03  6.770E-29  6.226E-18
3.436E+03  7.034E-29  6.410E-18
3.404E+03  7.308E-29  6.599E-18
3.373E+03  7.594E-29  6.794E-18
3.342E+03  7.890E-29  6.995E-18
3.311E+03  8.199E-29  7.202E-18
3.281E+03  8.520E-29  7.415E-18
3.251E+03  8.854E-29  7.635E-18
3.221E+03  9.201E-29  7.861E-18
3.192E+03  9.561E-29  8.094E-18
3.162E+03  9.937E-29  8.335E-18
3.133E+03  1.033E-28  8.583E-18
3.105E+03  1.073E-28  8.839E-18
3.076E+03  1.115E-28  9.102E-18
3.048E+03  1.159E-28  9.373E-18
