Dust emission from Draine & Li (2007): ApJ 657, 810-837
================================================================
         4 = grain model
 4.000E-08 4.000E-01 2.250E-05 = a_01 (cm) , sigma_1 , b_C1/0.92
 2.500E-07 4.000E-01 7.500E-06 = a_02 (cm) , sigma_2 , b_C2/0.92
 1.000E+01 1.000E+05 2.000E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 9.211E+01 = <U> 
     mmp83 = radfield
 4.101E-22 = power/H (erg s-1)
 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.270E+00  8.574E-25  2.888E-17 COBE-DIRBE
2.220E+00  1.092E-24  6.429E-17 COBE-DIRBE
3.530E+00  7.368E-24  6.899E-16 COBE-DIRBE
4.880E+00  3.547E-24  4.592E-16 COBE-DIRBE
1.229E+01  4.707E-23  1.535E-14 COBE-DIRBE
2.079E+01  9.874E-23  5.445E-14 COBE-DIRBE
5.599E+01  2.064E-22  3.066E-13 COBE-DIRBE
9.770E+01  8.941E-23  2.317E-13 COBE-DIRBE
1.479E+02  3.488E-23  1.368E-13 COBE-DIRBE
2.479E+02  6.573E-24  4.321E-14 COBE-DIRBE
1.200E+01  4.611E-23  1.468E-14 IRAS
2.500E+01  1.319E-22  8.746E-14 IRAS
6.000E+01  1.946E-22  3.097E-13 IRAS
1.000E+02  8.473E-23  2.248E-13 IRAS
3.550E+00  8.573E-24  8.073E-16 SST-IRAC
4.493E+00  2.440E-24  2.908E-16 SST-IRAC
5.731E+00  2.233E-23  3.395E-15 SST-IRAC
7.872E+00  5.916E-23  1.235E-14 SST-IRAC
2.368E+01  1.227E-22  7.705E-14 SST-MIPS
7.142E+01  1.382E-22  2.618E-13 SST-MIPS
1.559E+02  2.720E-23  1.125E-13 SST-MIPS
1.600E+01  5.450E-23  2.313E-14 SST-IRSPU
2.200E+01  1.171E-22  6.834E-14 SST-IRSPU











lambda    nu*dP/dnu     j_nu
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.000E+04  9.665E-31  2.564E-19
9.908E+03  1.002E-30  2.634E-19
9.817E+03  1.039E-30  2.705E-19
9.727E+03  1.077E-30  2.779E-19
9.638E+03  1.116E-30  2.854E-19
9.550E+03  1.157E-30  2.932E-19
9.462E+03  1.200E-30  3.012E-19
9.376E+03  1.244E-30  3.094E-19
9.290E+03  1.290E-30  3.178E-19
9.204E+03  1.337E-30  3.264E-19
9.120E+03  1.386E-30  3.353E-19
9.036E+03  1.437E-30  3.444E-19
8.954E+03  1.490E-30  3.538E-19
8.872E+03  1.544E-30  3.633E-19
8.790E+03  1.600E-30  3.732E-19
8.710E+03  1.659E-30  3.833E-19
8.630E+03  1.720E-30  3.936E-19
8.551E+03  1.783E-30  4.043E-19
8.472E+03  1.848E-30  4.153E-19
8.395E+03  1.916E-30  4.266E-19
8.318E+03  1.986E-30  4.382E-19
8.241E+03  2.059E-30  4.501E-19
8.166E+03  2.134E-30  4.623E-19
8.091E+03  2.213E-30  4.749E-19
8.017E+03  2.294E-30  4.879E-19
7.943E+03  2.379E-30  5.012E-19
7.870E+03  2.466E-30  5.149E-19
7.798E+03  2.557E-30  5.290E-19
7.727E+03  2.652E-30  5.435E-19
7.656E+03  2.749E-30  5.584E-19
7.586E+03  2.851E-30  5.737E-19
7.516E+03  2.956E-30  5.894E-19
7.447E+03  3.066E-30  6.056E-19
7.379E+03  3.179E-30  6.222E-19
7.311E+03  3.297E-30  6.394E-19
7.244E+03  3.419E-30  6.570E-19
7.178E+03  3.545E-30  6.751E-19
7.112E+03  3.677E-30  6.937E-19
7.047E+03  3.813E-30  7.128E-19
6.982E+03  3.955E-30  7.325E-19
6.918E+03  4.102E-30  7.527E-19
6.855E+03  4.254E-30  7.735E-19
6.792E+03  4.412E-30  7.948E-19
6.730E+03  4.576E-30  8.168E-19
6.668E+03  4.746E-30  8.394E-19
6.607E+03  4.922E-30  8.627E-19
6.546E+03  5.106E-30  8.866E-19
6.486E+03  5.296E-30  9.112E-19
6.427E+03  5.493E-30  9.365E-19
6.368E+03  5.698E-30  9.625E-19
6.310E+03  5.911E-30  9.893E-19
6.252E+03  6.132E-30  1.017E-18
6.194E+03  6.361E-30  1.045E-18
6.138E+03  6.599E-30  1.074E-18
6.081E+03  6.846E-30  1.104E-18
6.026E+03  7.103E-30  1.135E-18
5.970E+03  7.369E-30  1.167E-18
5.916E+03  7.646E-30  1.200E-18
5.861E+03  7.933E-30  1.233E-18
5.808E+03  8.231E-30  1.268E-18
5.754E+03  8.540E-30  1.304E-18
5.702E+03  8.861E-30  1.340E-18
5.649E+03  9.195E-30  1.378E-18
5.598E+03  9.541E-30  1.417E-18
5.546E+03  9.901E-30  1.457E-18
5.495E+03  1.027E-29  1.498E-18
5.445E+03  1.066E-29  1.540E-18
5.395E+03  1.106E-29  1.583E-18
5.346E+03  1.148E-29  1.628E-18
5.297E+03  1.192E-29  1.674E-18
5.248E+03  1.237E-29  1.722E-18
5.200E+03  1.284E-29  1.770E-18
5.152E+03  1.332E-29  1.821E-18
5.105E+03  1.383E-29  1.872E-18
5.058E+03  1.435E-29  1.925E-18
5.012E+03  1.489E-29  1.980E-18
4.966E+03  1.546E-29  2.036E-18
4.920E+03  1.605E-29  2.094E-18
4.875E+03  1.666E-29  2.154E-18
4.831E+03  1.729E-29  2.215E-18
4.786E+03  1.795E-29  2.279E-18
4.742E+03  1.863E-29  2.344E-18
4.699E+03  1.934E-29  2.411E-18
4.656E+03  2.008E-29  2.480E-18
4.613E+03  2.084E-29  2.551E-18
4.571E+03  2.164E-29  2.624E-18
4.529E+03  2.247E-29  2.699E-18
4.487E+03  2.333E-29  2.776E-18
4.446E+03  2.422E-29  2.856E-18
4.406E+03  2.514E-29  2.938E-18
4.365E+03  2.611E-29  3.023E-18
4.325E+03  2.711E-29  3.110E-18
4.285E+03  2.815E-29  3.200E-18
4.246E+03  2.923E-29  3.292E-18
4.207E+03  3.035E-29  3.387E-18
4.169E+03  3.152E-29  3.485E-18
