Dust emission from Draine & Li (2007): ApJ 657, 810-837
================================================================
         5 = grain model
 4.000E-08 4.000E-01 3.000E-05 = a_01 (cm) , sigma_1 , b_C1/0.92
 2.500E-07 4.000E-01 1.000E-05 = a_02 (cm) , sigma_2 , b_C2/0.92
 1.000E+01 1.000E+03 2.000E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 4.652E+01 = <U> 
     mmp83 = radfield
 2.092E-22 = power/H (erg s-1)
 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.270E+00  5.765E-25  1.942E-17 COBE-DIRBE
2.220E+00  7.364E-25  4.337E-17 COBE-DIRBE
3.530E+00  4.783E-24  4.479E-16 COBE-DIRBE
4.880E+00  2.228E-24  2.884E-16 COBE-DIRBE
1.229E+01  2.114E-23  6.892E-15 COBE-DIRBE
2.079E+01  2.161E-23  1.192E-14 COBE-DIRBE
5.599E+01  1.308E-22  1.943E-13 COBE-DIRBE
9.770E+01  7.635E-23  1.979E-13 COBE-DIRBE
1.479E+02  3.192E-23  1.252E-13 COBE-DIRBE
2.479E+02  6.211E-24  4.084E-14 COBE-DIRBE
1.200E+01  2.188E-23  6.966E-15 IRAS
2.500E+01  2.637E-23  1.749E-14 IRAS
6.000E+01  1.265E-22  2.013E-13 IRAS
1.000E+02  7.298E-23  1.936E-13 IRAS
3.550E+00  5.562E-24  5.237E-16 SST-IRAC
4.493E+00  1.562E-24  1.861E-16 SST-IRAC
5.731E+00  1.320E-23  2.007E-15 SST-IRAC
7.872E+00  3.099E-23  6.470E-15 SST-IRAC
2.368E+01  2.211E-23  1.389E-14 SST-MIPS
7.142E+01  1.059E-22  2.005E-13 SST-MIPS
1.559E+02  2.514E-23  1.040E-13 SST-MIPS
1.600E+01  1.884E-23  7.996E-15 SST-IRSPU
2.200E+01  2.209E-23  1.289E-14 SST-IRSPU











lambda    nu*dP/dnu     j_nu
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.000E+04  9.483E-31  2.515E-19
9.908E+03  9.831E-31  2.584E-19
9.817E+03  1.019E-30  2.654E-19
9.727E+03  1.057E-30  2.726E-19
9.638E+03  1.095E-30  2.800E-19
9.550E+03  1.135E-30  2.876E-19
9.462E+03  1.177E-30  2.955E-19
9.376E+03  1.220E-30  3.035E-19
9.290E+03  1.265E-30  3.117E-19
9.204E+03  1.312E-30  3.202E-19
9.120E+03  1.360E-30  3.289E-19
9.036E+03  1.410E-30  3.379E-19
8.954E+03  1.461E-30  3.470E-19
8.872E+03  1.514E-30  3.564E-19
8.790E+03  1.570E-30  3.660E-19
8.710E+03  1.627E-30  3.759E-19
8.630E+03  1.687E-30  3.861E-19
8.551E+03  1.748E-30  3.966E-19
8.472E+03  1.812E-30  4.073E-19
8.395E+03  1.879E-30  4.184E-19
8.318E+03  1.948E-30  4.297E-19
8.241E+03  2.019E-30  4.414E-19
8.166E+03  2.093E-30  4.534E-19
8.091E+03  2.170E-30  4.658E-19
8.017E+03  2.250E-30  4.785E-19
7.943E+03  2.333E-30  4.915E-19
7.870E+03  2.419E-30  5.050E-19
7.798E+03  2.508E-30  5.188E-19
7.727E+03  2.600E-30  5.330E-19
7.656E+03  2.696E-30  5.476E-19
7.586E+03  2.796E-30  5.626E-19
7.516E+03  2.899E-30  5.780E-19
7.447E+03  3.006E-30  5.939E-19
7.379E+03  3.117E-30  6.102E-19
7.311E+03  3.233E-30  6.269E-19
7.244E+03  3.352E-30  6.442E-19
7.178E+03  3.477E-30  6.619E-19
7.112E+03  3.605E-30  6.802E-19
7.047E+03  3.739E-30  6.989E-19
6.982E+03  3.878E-30  7.182E-19
6.918E+03  4.021E-30  7.380E-19
6.855E+03  4.171E-30  7.584E-19
6.792E+03  4.325E-30  7.793E-19
6.730E+03  4.486E-30  8.008E-19
6.668E+03  4.653E-30  8.230E-19
6.607E+03  4.826E-30  8.457E-19
6.546E+03  5.005E-30  8.692E-19
6.486E+03  5.192E-30  8.933E-19
6.427E+03  5.385E-30  9.181E-19
6.368E+03  5.586E-30  9.436E-19
6.310E+03  5.795E-30  9.698E-19
6.252E+03  6.011E-30  9.968E-19
6.194E+03  6.236E-30  1.025E-18
6.138E+03  6.469E-30  1.053E-18
6.081E+03  6.711E-30  1.083E-18
6.026E+03  6.962E-30  1.113E-18
5.970E+03  7.223E-30  1.144E-18
5.916E+03  7.494E-30  1.176E-18
5.861E+03  7.775E-30  1.209E-18
5.808E+03  8.067E-30  1.243E-18
5.754E+03  8.370E-30  1.278E-18
5.702E+03  8.685E-30  1.313E-18
5.649E+03  9.011E-30  1.350E-18
5.598E+03  9.351E-30  1.388E-18
5.546E+03  9.703E-30  1.427E-18
5.495E+03  1.007E-29  1.468E-18
5.445E+03  1.045E-29  1.509E-18
5.395E+03  1.084E-29  1.552E-18
5.346E+03  1.125E-29  1.596E-18
5.297E+03  1.168E-29  1.641E-18
5.248E+03  1.212E-29  1.687E-18
5.200E+03  1.258E-29  1.735E-18
5.152E+03  1.305E-29  1.784E-18
5.105E+03  1.355E-29  1.835E-18
5.058E+03  1.406E-29  1.887E-18
5.012E+03  1.459E-29  1.940E-18
4.966E+03  1.515E-29  1.995E-18
4.920E+03  1.572E-29  2.052E-18
4.875E+03  1.632E-29  2.110E-18
4.831E+03  1.694E-29  2.170E-18
4.786E+03  1.758E-29  2.232E-18
4.742E+03  1.825E-29  2.296E-18
4.699E+03  1.895E-29  2.362E-18
4.656E+03  1.967E-29  2.429E-18
4.613E+03  2.042E-29  2.499E-18
4.571E+03  2.120E-29  2.570E-18
4.529E+03  2.201E-29  2.644E-18
4.487E+03  2.285E-29  2.720E-18
4.446E+03  2.372E-29  2.798E-18
4.406E+03  2.463E-29  2.878E-18
4.365E+03  2.557E-29  2.961E-18
4.325E+03  2.655E-29  3.046E-18
4.285E+03  2.757E-29  3.134E-18
4.246E+03  2.863E-29  3.224E-18
4.207E+03  2.973E-29  3.318E-18
4.169E+03  3.087E-29  3.413E-18
4.130E+03  3.206E-29  3.512E-18
4.093E+03  3.329E-29  3.614E-18
4.055E+03  3.457E-29  3.719E-18
4.018E+03  3.590E-29  3.826E-18
3.981E+03  3.728E-29  3.937E-18
3.945E+03  3.872E-29  4.051E-18
3.908E+03  4.021E-29  4.169E-18
3.873E+03  4.176E-29  4.290E-18
3.837E+03  4.337E-29  4.415E-18
3.802E+03  4.505E-29  4.543E-18
3.767E+03  4.679E-29  4.676E-18
3.733E+03  4.860E-29  4.812E-18
3.698E+03  5.048E-29  4.952E-18
3.664E+03  5.244E-29  5.097E-18
3.631E+03  5.447E-29  5.246E-18
3.597E+03  5.659E-29  5.400E-18
3.565E+03  5.879E-29  5.558E-18
3.532E+03  6.107E-29  5.721E-18
3.499E+03  6.345E-29  5.890E-18
3.467E+03  6.592E-29  6.063E-18
3.436E+03  6.849E-29  6.241E-18
3.404E+03  7.116E-29  6.425E-18
3.373E+03  7.393E-29  6.615E-18
3.342E+03  7.682E-29  6.810E-18
3.311E+03  7.982E-29  7.011E-18
3.281E+03  8.294E-29  7.219E-18
3.251E+03  8.619E-29  7.432E-18
3.221E+03  8.957E-29  7.653E-18
3.192E+03  9.308E-29  7.880E-18
3.162E+03  9.673E-29  8.114E-18
3.133E+03  1.005E-28  8.355E-18
3.105E+03  1.045E-28  8.603E-18
3.076E+03  1.086E-28  8.860E-18
