Dust emission from Draine & Li (2007): ApJ 657, 810-837
================================================================
         2 = grain model
 4.000E-08 4.000E-01 7.500E-06 = a_01 (cm) , sigma_1 , b_C1/0.92
 2.500E-07 4.000E-01 2.500E-06 = a_02 (cm) , sigma_2 , b_C2/0.92
 1.000E+01 1.000E+05 2.000E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 9.211E+01 = <U> 
     mmp83 = radfield
 4.075E-22 = power/H (erg s-1)
 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.270E+00  3.812E-25  1.284E-17 COBE-DIRBE
2.220E+00  4.784E-25  2.817E-17 COBE-DIRBE
3.530E+00  3.168E-24  2.967E-16 COBE-DIRBE
4.880E+00  1.586E-24  2.053E-16 COBE-DIRBE
1.229E+01  3.537E-23  1.153E-14 COBE-DIRBE
2.079E+01  9.918E-23  5.470E-14 COBE-DIRBE
5.599E+01  2.179E-22  3.236E-13 COBE-DIRBE
9.770E+01  9.199E-23  2.384E-13 COBE-DIRBE
1.479E+02  3.544E-23  1.390E-13 COBE-DIRBE
2.479E+02  6.639E-24  4.365E-14 COBE-DIRBE
1.200E+01  3.225E-23  1.027E-14 IRAS
2.500E+01  1.371E-22  9.092E-14 IRAS
6.000E+01  2.050E-22  3.262E-13 IRAS
1.000E+02  8.707E-23  2.310E-13 IRAS
3.550E+00  3.685E-24  3.470E-16 SST-IRAC
4.493E+00  1.074E-24  1.279E-16 SST-IRAC
5.731E+00  1.073E-23  1.631E-15 SST-IRAC
7.872E+00  3.439E-23  7.181E-15 SST-IRAC
2.368E+01  1.278E-22  8.030E-14 SST-MIPS
7.142E+01  1.439E-22  2.727E-13 SST-MIPS
1.559E+02  2.758E-23  1.141E-13 SST-MIPS
1.600E+01  4.917E-23  2.087E-14 SST-IRSPU
2.200E+01  1.210E-22  7.062E-14 SST-IRSPU











lambda    nu*dP/dnu     j_nu
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.000E+04  9.665E-31  2.564E-19
9.908E+03  1.002E-30  2.634E-19
9.817E+03  1.039E-30  2.705E-19
9.727E+03  1.077E-30  2.779E-19
9.638E+03  1.117E-30  2.855E-19
9.550E+03  1.158E-30  2.933E-19
9.462E+03  1.200E-30  3.013E-19
9.376E+03  1.244E-30  3.095E-19
9.290E+03  1.290E-30  3.179E-19
9.204E+03  1.338E-30  3.266E-19
9.120E+03  1.387E-30  3.355E-19
9.036E+03  1.438E-30  3.446E-19
8.954E+03  1.490E-30  3.540E-19
8.872E+03  1.545E-30  3.636E-19
8.790E+03  1.602E-30  3.734E-19
8.710E+03  1.660E-30  3.836E-19
8.630E+03  1.721E-30  3.940E-19
8.551E+03  1.784E-30  4.047E-19
8.472E+03  1.850E-30  4.157E-19
8.395E+03  1.918E-30  4.270E-19
8.318E+03  1.988E-30  4.386E-19
8.241E+03  2.061E-30  4.506E-19
8.166E+03  2.137E-30  4.629E-19
8.091E+03  2.216E-30  4.755E-19
8.017E+03  2.297E-30  4.886E-19
7.943E+03  2.382E-30  5.019E-19
7.870E+03  2.470E-30  5.157E-19
7.798E+03  2.561E-30  5.298E-19
7.727E+03  2.656E-30  5.443E-19
7.656E+03  2.754E-30  5.593E-19
7.586E+03  2.856E-30  5.746E-19
7.516E+03  2.961E-30  5.904E-19
7.447E+03  3.071E-30  6.067E-19
7.379E+03  3.185E-30  6.234E-19
7.311E+03  3.303E-30  6.406E-19
7.244E+03  3.426E-30  6.583E-19
7.178E+03  3.553E-30  6.764E-19
7.112E+03  3.685E-30  6.951E-19
7.047E+03  3.822E-30  7.143E-19
6.982E+03  3.964E-30  7.341E-19
6.918E+03  4.111E-30  7.544E-19
6.855E+03  4.264E-30  7.752E-19
6.792E+03  4.422E-30  7.967E-19
6.730E+03  4.587E-30  8.188E-19
6.668E+03  4.757E-30  8.415E-19
6.607E+03  4.935E-30  8.648E-19
6.546E+03  5.119E-30  8.889E-19
6.486E+03  5.310E-30  9.136E-19
6.427E+03  5.508E-30  9.390E-19
6.368E+03  5.714E-30  9.651E-19
6.310E+03  5.927E-30  9.921E-19
6.252E+03  6.149E-30  1.020E-18
6.194E+03  6.379E-30  1.048E-18
6.138E+03  6.618E-30  1.078E-18
6.081E+03  6.867E-30  1.108E-18
6.026E+03  7.124E-30  1.139E-18
5.970E+03  7.392E-30  1.171E-18
5.916E+03  7.669E-30  1.203E-18
5.861E+03  7.957E-30  1.237E-18
5.808E+03  8.257E-30  1.272E-18
5.754E+03  8.567E-30  1.308E-18
5.702E+03  8.890E-30  1.345E-18
5.649E+03  9.225E-30  1.382E-18
5.598E+03  9.573E-30  1.421E-18
5.546E+03  9.934E-30  1.461E-18
5.495E+03  1.031E-29  1.503E-18
5.445E+03  1.070E-29  1.545E-18
5.395E+03  1.110E-29  1.589E-18
5.346E+03  1.152E-29  1.634E-18
5.297E+03  1.196E-29  1.680E-18
5.248E+03  1.241E-29  1.728E-18
5.200E+03  1.288E-29  1.777E-18
5.152E+03  1.337E-29  1.827E-18
5.105E+03  1.388E-29  1.879E-18
5.058E+03  1.440E-29  1.933E-18
5.012E+03  1.495E-29  1.988E-18
4.966E+03  1.552E-29  2.044E-18
4.920E+03  1.611E-29  2.102E-18
4.875E+03  1.672E-29  2.162E-18
4.831E+03  1.736E-29  2.224E-18
4.786E+03  1.802E-29  2.288E-18
4.742E+03  1.870E-29  2.353E-18
4.699E+03  1.942E-29  2.420E-18
4.656E+03  2.016E-29  2.490E-18
4.613E+03  2.093E-29  2.561E-18
4.571E+03  2.173E-29  2.634E-18
4.529E+03  2.256E-29  2.710E-18
4.487E+03  2.342E-29  2.788E-18
4.446E+03  2.432E-29  2.868E-18
4.406E+03  2.525E-29  2.951E-18
4.365E+03  2.622E-29  3.036E-18
4.325E+03  2.722E-29  3.123E-18
4.285E+03  2.827E-29  3.213E-18
4.246E+03  2.935E-29  3.306E-18
4.207E+03  3.048E-29  3.402E-18
4.169E+03  3.165E-29  3.500E-18
4.130E+03  3.287E-29  3.602E-18
4.093E+03  3.414E-29  3.706E-18
4.055E+03  3.545E-29  3.814E-18
4.018E+03  3.682E-29  3.924E-18
3.981E+03  3.824E-29  4.038E-18
3.945E+03  3.972E-29  4.156E-18
3.908E+03  4.125E-29  4.276E-18
3.873E+03  4.284E-29  4.401E-18
3.837E+03  4.450E-29  4.529E-18
3.802E+03  4.622E-29  4.661E-18
3.767E+03  4.800E-29  4.797E-18
3.733E+03  4.986E-29  4.937E-18
3.698E+03  5.180E-29  5.081E-18
3.664E+03  5.380E-29  5.230E-18
3.631E+03  5.589E-29  5.383E-18
3.597E+03  5.806E-29  5.541E-18
3.565E+03  6.032E-29  5.704E-18
3.532E+03  6.267E-29  5.871E-18
3.499E+03  6.511E-29  6.044E-18
3.467E+03  6.765E-29  6.222E-18
3.436E+03  7.028E-29  6.405E-18
3.404E+03  7.303E-29  6.594E-18
3.373E+03  7.588E-29  6.789E-18
3.342E+03  7.884E-29  6.989E-18
3.311E+03  8.193E-29  7.196E-18
3.281E+03  8.513E-29  7.409E-18
3.251E+03  8.847E-29  7.629E-18
3.221E+03  9.193E-29  7.855E-18
3.192E+03  9.554E-29  8.088E-18
3.162E+03  9.929E-29  8.329E-18
3.133E+03  1.032E-28  8.576E-18
3.105E+03  1.072E-28  8.832E-18
3.076E+03  1.115E-28  9.095E-18
3.048E+03  1.158E-28  9.366E-18
3.020E+03  1.204E-28  9.646E-18
2.992E+03  1.252E-28  9.934E-18
2.965E+03  1.301E-28  1.023E-17
2.938E+03  1.352E-28  1.053E-17
2.911E+03  1.405E-28  1.085E-17
