Dust emission from Draine & Li (2007): ApJ 657, 810-837
================================================================
         7 = grain model
 4.000E-08 4.000E-01 4.500E-05 = a_01 (cm) , sigma_1 , b_C1/0.92
 2.500E-07 4.000E-01 1.500E-05 = a_02 (cm) , sigma_2 , b_C2/0.92
 1.000E+01 1.000E+03 2.000E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 4.652E+01 = <U> 
     mmp83 = radfield
 2.127E-22 = power/H (erg s-1)
 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.270E+00  8.514E-25  2.868E-17 COBE-DIRBE
2.220E+00  1.088E-24  6.406E-17 COBE-DIRBE
3.530E+00  7.075E-24  6.625E-16 COBE-DIRBE
4.880E+00  3.291E-24  4.260E-16 COBE-DIRBE
1.229E+01  2.973E-23  9.692E-15 COBE-DIRBE
2.079E+01  2.626E-23  1.448E-14 COBE-DIRBE
5.599E+01  1.208E-22  1.795E-13 COBE-DIRBE
9.770E+01  7.307E-23  1.894E-13 COBE-DIRBE
1.479E+02  3.106E-23  1.218E-13 COBE-DIRBE
2.479E+02  6.100E-24  4.010E-14 COBE-DIRBE
1.200E+01  3.121E-23  9.935E-15 IRAS
2.500E+01  2.900E-23  1.923E-14 IRAS
6.000E+01  1.173E-22  1.867E-13 IRAS
1.000E+02  6.995E-23  1.855E-13 IRAS
3.550E+00  8.227E-24  7.747E-16 SST-IRAC
4.493E+00  2.307E-24  2.750E-16 SST-IRAC
5.731E+00  1.947E-23  2.960E-15 SST-IRAC
7.872E+00  4.525E-23  9.449E-15 SST-IRAC
2.368E+01  2.456E-23  1.542E-14 SST-MIPS
7.142E+01  9.955E-23  1.886E-13 SST-MIPS
1.559E+02  2.452E-23  1.014E-13 SST-MIPS
1.600E+01  2.501E-23  1.062E-14 SST-IRSPU
2.200E+01  2.514E-23  1.467E-14 SST-IRSPU











lambda    nu*dP/dnu     j_nu
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.000E+04  9.554E-31  2.534E-19
9.908E+03  9.905E-31  2.603E-19
9.817E+03  1.027E-30  2.674E-19
9.727E+03  1.064E-30  2.746E-19
9.638E+03  1.103E-30  2.821E-19
9.550E+03  1.144E-30  2.897E-19
9.462E+03  1.186E-30  2.976E-19
9.376E+03  1.229E-30  3.057E-19
9.290E+03  1.274E-30  3.140E-19
9.204E+03  1.321E-30  3.225E-19
9.120E+03  1.369E-30  3.312E-19
9.036E+03  1.419E-30  3.402E-19
8.954E+03  1.471E-30  3.494E-19
8.872E+03  1.525E-30  3.588E-19
8.790E+03  1.580E-30  3.685E-19
8.710E+03  1.638E-30  3.785E-19
8.630E+03  1.698E-30  3.887E-19
8.551E+03  1.760E-30  3.992E-19
8.472E+03  1.824E-30  4.100E-19
8.395E+03  1.891E-30  4.211E-19
8.318E+03  1.960E-30  4.325E-19
8.241E+03  2.032E-30  4.442E-19
8.166E+03  2.107E-30  4.563E-19
8.091E+03  2.184E-30  4.687E-19
8.017E+03  2.264E-30  4.814E-19
7.943E+03  2.347E-30  4.946E-19
7.870E+03  2.433E-30  5.080E-19
7.798E+03  2.523E-30  5.219E-19
7.727E+03  2.616E-30  5.361E-19
7.656E+03  2.712E-30  5.508E-19
7.586E+03  2.812E-30  5.658E-19
7.516E+03  2.916E-30  5.813E-19
7.447E+03  3.023E-30  5.972E-19
7.379E+03  3.135E-30  6.136E-19
7.311E+03  3.251E-30  6.304E-19
7.244E+03  3.371E-30  6.477E-19
7.178E+03  3.496E-30  6.655E-19
7.112E+03  3.625E-30  6.838E-19
7.047E+03  3.759E-30  7.027E-19
6.982E+03  3.898E-30  7.220E-19
6.918E+03  4.043E-30  7.419E-19
6.855E+03  4.192E-30  7.623E-19
6.792E+03  4.348E-30  7.833E-19
6.730E+03  4.509E-30  8.049E-19
6.668E+03  4.676E-30  8.271E-19
6.607E+03  4.850E-30  8.499E-19
6.546E+03  5.030E-30  8.734E-19
6.486E+03  5.217E-30  8.976E-19
6.427E+03  5.411E-30  9.225E-19
6.368E+03  5.612E-30  9.480E-19
6.310E+03  5.822E-30  9.743E-19
6.252E+03  6.039E-30  1.001E-18
6.194E+03  6.264E-30  1.029E-18
6.138E+03  6.498E-30  1.058E-18
6.081E+03  6.741E-30  1.087E-18
6.026E+03  6.993E-30  1.118E-18
5.970E+03  7.254E-30  1.149E-18
5.916E+03  7.526E-30  1.181E-18
5.861E+03  7.808E-30  1.214E-18
5.808E+03  8.101E-30  1.248E-18
5.754E+03  8.404E-30  1.283E-18
5.702E+03  8.720E-30  1.319E-18
5.649E+03  9.047E-30  1.356E-18
5.598E+03  9.387E-30  1.394E-18
5.546E+03  9.741E-30  1.433E-18
5.495E+03  1.011E-29  1.473E-18
5.445E+03  1.049E-29  1.515E-18
5.395E+03  1.088E-29  1.557E-18
5.346E+03  1.129E-29  1.601E-18
5.297E+03  1.172E-29  1.647E-18
5.248E+03  1.216E-29  1.693E-18
5.200E+03  1.262E-29  1.741E-18
5.152E+03  1.310E-29  1.790E-18
5.105E+03  1.359E-29  1.841E-18
5.058E+03  1.411E-29  1.893E-18
5.012E+03  1.464E-29  1.947E-18
4.966E+03  1.520E-29  2.002E-18
4.920E+03  1.577E-29  2.059E-18
4.875E+03  1.637E-29  2.117E-18
4.831E+03  1.699E-29  2.177E-18
4.786E+03  1.764E-29  2.239E-18
4.742E+03  1.831E-29  2.303E-18
4.699E+03  1.900E-29  2.369E-18
4.656E+03  1.973E-29  2.436E-18
4.613E+03  2.048E-29  2.506E-18
4.571E+03  2.126E-29  2.577E-18
4.529E+03  2.207E-29  2.651E-18
4.487E+03  2.291E-29  2.727E-18
4.446E+03  2.378E-29  2.805E-18
4.406E+03  2.469E-29  2.886E-18
4.365E+03  2.564E-29  2.969E-18
4.325E+03  2.662E-29  3.054E-18
4.285E+03  2.764E-29  3.142E-18
4.246E+03  2.870E-29  3.232E-18
4.207E+03  2.980E-29  3.326E-18
4.169E+03  3.094E-29  3.422E-18
4.130E+03  3.213E-29  3.520E-18
4.093E+03  3.336E-29  3.622E-18
4.055E+03  3.465E-29  3.727E-18
4.018E+03  3.598E-29  3.835E-18
3.981E+03  3.736E-29  3.946E-18
3.945E+03  3.880E-29  4.060E-18
3.908E+03  4.030E-29  4.178E-18
3.873E+03  4.185E-29  4.299E-18
3.837E+03  4.346E-29  4.423E-18
3.802E+03  4.514E-29  4.552E-18
3.767E+03  4.688E-29  4.685E-18
3.733E+03  4.869E-29  4.821E-18
3.698E+03  5.058E-29  4.962E-18
3.664E+03  5.253E-29  5.106E-18
3.631E+03  5.457E-29  5.256E-18
3.597E+03  5.669E-29  5.409E-18
3.565E+03  5.888E-29  5.568E-18
3.532E+03  6.117E-29  5.731E-18
3.499E+03  6.355E-29  5.899E-18
3.467E+03  6.602E-29  6.072E-18
3.436E+03  6.859E-29  6.251E-18
3.404E+03  7.126E-29  6.435E-18
3.373E+03  7.404E-29  6.624E-18
3.342E+03  7.693E-29  6.820E-18
3.311E+03  7.993E-29  7.021E-18
3.281E+03  8.306E-29  7.229E-18
3.251E+03  8.631E-29  7.442E-18
3.221E+03  8.968E-29  7.663E-18
3.192E+03  9.320E-29  7.890E-18
3.162E+03  9.685E-29  8.124E-18
3.133E+03  1.006E-28  8.365E-18
3.105E+03  1.046E-28  8.614E-18
3.076E+03  1.087E-28  8.870E-18
3.048E+03  1.130E-28  9.134E-18
3.020E+03  1.174E-28  9.406E-18
2.992E+03  1.220E-28  9.686E-18
2.965E+03  1.268E-28  9.974E-18
2.938E+03  1.318E-28  1.027E-17
2.911E+03  1.370E-28  1.058E-17
2.884E+03  1.424E-28  1.089E-17
2.858E+03  1.480E-28  1.122E-17
2.831E+03  1.538E-28  1.155E-17
2.805E+03  1.599E-28  1.190E-17
2.780E+03  1.662E-28  1.225E-17
2.754E+03  1.728E-28  1.262E-17
2.729E+03  1.796E-28  1.300E-17
2.704E+03  1.867E-28  1.339E-17
2.679E+03  1.941E-28  1.379E-17
2.655E+03  2.018E-28  1.421E-17
2.630E+03  2.098E-28  1.464E-17
2.606E+03  2.181E-28  1.508E-17
2.582E+03  2.268E-28  1.553E-17
2.559E+03  2.358E-28  1.600E-17
2.535E+03  2.451E-28  1.648E-17
2.512E+03  2.549E-28  1.698E-17
2.489E+03  2.650E-28  1.750E-17
2.466E+03  2.756E-28  1.803E-17
2.443E+03  2.866E-28  1.857E-17
2.421E+03  2.980E-28  1.914E-17
2.399E+03  3.099E-28  1.972E-17
2.377E+03  3.223E-28  2.032E-17
2.355E+03  3.352E-28  2.094E-17
2.333E+03  3.486E-28  2.158E-17
2.312E+03  3.625E-28  2.223E-17
2.291E+03  3.770E-28  2.291E-17
2.270E+03  3.922E-28  2.361E-17
2.249E+03  4.079E-28  2.433E-17
2.228E+03  4.242E-28  2.508E-17
2.208E+03  4.413E-28  2.584E-17
2.188E+03  4.590E-28  2.664E-17
2.168E+03  4.774E-28  2.745E-17
2.148E+03  4.966E-28  2.829E-17
2.128E+03  5.166E-28  2.916E-17
2.109E+03  5.374E-28  3.006E-17
2.089E+03  5.590E-28  3.098E-17
2.070E+03  5.815E-28  3.193E-17
2.051E+03  6.050E-28  3.292E-17
2.032E+03  6.294E-28  3.393E-17
2.014E+03  6.548E-28  3.497E-17
1.995E+03  6.812E-28  3.605E-17
1.977E+03  7.087E-28  3.716E-17
1.959E+03  7.373E-28  3.831E-17
1.941E+03  7.670E-28  3.949E-17
1.923E+03  7.980E-28  4.071E-17
1.905E+03  8.303E-28  4.197E-17
1.888E+03  8.639E-28  4.326E-17
1.871E+03  8.988E-28  4.460E-17
1.854E+03  9.352E-28  4.598E-17
1.837E+03  9.731E-28  4.741E-17
1.820E+03  1.013E-27  4.887E-17
1.803E+03  1.054E-27  5.039E-17
1.786E+03  1.096E-27  5.195E-17
1.770E+03  1.141E-27  5.356E-17
1.754E+03  1.187E-27  5.523E-17
1.738E+03  1.235E-27  5.694E-17
1.722E+03  1.285E-27  5.871E-17
1.706E+03  1.338E-27  6.054E-17
1.690E+03  1.392E-27  6.242E-17
1.675E+03  1.449E-27  6.436E-17
1.660E+03  1.507E-27  6.636E-17
1.644E+03  1.569E-27  6.843E-17
1.629E+03  1.633E-27  7.056E-17
1.614E+03  1.699E-27  7.276E-17
1.600E+03  1.768E-27  7.502E-17
1.585E+03  1.840E-27  7.736E-17
1.570E+03  1.915E-27  7.977E-17
1.556E+03  1.993E-27  8.226E-17
1.542E+03  2.074E-27  8.483E-17
1.528E+03  2.159E-27  8.747E-17
1.514E+03  2.247E-27  9.020E-17
1.500E+03  2.338E-27  9.302E-17
1.486E+03  2.434E-27  9.593E-17
1.472E+03  2.533E-27  9.892E-17
1.459E+03  2.636E-27  1.020E-16
1.445E+03  2.744E-27  1.052E-16
1.432E+03  2.856E-27  1.085E-16
1.419E+03  2.973E-27  1.119E-16
1.406E+03  3.094E-27  1.154E-16
1.393E+03  3.220E-27  1.190E-16
1.380E+03  3.352E-27  1.227E-16
1.368E+03  3.489E-27  1.266E-16
1.355E+03  3.632E-27  1.305E-16
1.343E+03  3.780E-27  1.346E-16
1.330E+03  3.934E-27  1.389E-16
1.318E+03  4.095E-27  1.432E-16
1.306E+03  4.263E-27  1.477E-16
1.294E+03  4.437E-27  1.523E-16
1.282E+03  4.618E-27  1.571E-16
1.271E+03  4.807E-27  1.620E-16
1.259E+03  5.003E-27  1.671E-16
1.247E+03  5.208E-27  1.723E-16
1.236E+03  5.421E-27  1.777E-16
1.225E+03  5.642E-27  1.833E-16
1.213E+03  5.873E-27  1.890E-16
1.202E+03  6.113E-27  1.949E-16
1.191E+03  6.362E-27  2.010E-16
1.180E+03  6.622E-27  2.073E-16
1.169E+03  6.893E-27  2.138E-16
1.159E+03  7.174E-27  2.205E-16
1.148E+03  7.467E-27  2.274E-16
1.138E+03  7.772E-27  2.345E-16
1.127E+03  8.090E-27  2.419E-16
1.117E+03  8.420E-27  2.494E-16
1.107E+03  8.763E-27  2.572E-16
1.096E+03  9.121E-27  2.653E-16
1.086E+03  9.493E-27  2.736E-16
1.076E+03  9.880E-27  2.821E-16
1.067E+03  1.028E-26  2.909E-16
1.057E+03  1.070E-26  3.000E-16
1.047E+03  1.114E-26  3.094E-16
1.038E+03  1.159E-26  3.190E-16
1.028E+03  1.206E-26  3.290E-16
1.019E+03  1.256E-26  3.392E-16
1.009E+03  1.307E-26  3.498E-16
1.000E+03  1.360E-26  3.607E-16
9.908E+02  1.415E-26  3.719E-16
9.817E+02  1.473E-26  3.835E-16
9.727E+02  1.533E-26  3.955E-16
9.638E+02  1.595E-26  4.078E-16
9.550E+02  1.660E-26  4.205E-16
9.462E+02  1.728E-26  4.336E-16
9.376E+02  1.798E-26  4.471E-16
9.290E+02  1.871E-26  4.610E-16
9.204E+02  1.947E-26  4.753E-16
9.120E+02  2.026E-26  4.901E-16
9.036E+02  2.108E-26  5.053E-16
8.954E+02  2.194E-26  5.210E-16
8.872E+02  2.282E-26  5.371E-16
8.790E+02  2.375E-26  5.537E-16
8.710E+02  2.471E-26  5.709E-16
8.630E+02  2.571E-26  5.885E-16
8.551E+02  2.675E-26  6.067E-16
8.472E+02  2.783E-26  6.254E-16
8.395E+02  2.895E-26  6.447E-16
8.318E+02  3.012E-26  6.645E-16
8.241E+02  3.133E-26  6.850E-16
8.166E+02  3.260E-26  7.060E-16
8.091E+02  3.391E-26  7.277E-16
8.017E+02  3.527E-26  7.500E-16
7.943E+02  3.669E-26  7.730E-16
7.870E+02  3.816E-26  7.967E-16
7.798E+02  3.969E-26  8.211E-16
7.727E+02  4.129E-26  8.462E-16
7.656E+02  4.294E-26  8.721E-16
7.586E+02  4.466E-26  8.987E-16
7.516E+02  4.645E-26  9.262E-16
7.447E+02  4.832E-26  9.545E-16
7.379E+02  5.026E-26  9.837E-16
7.311E+02  5.227E-26  1.014E-15
7.244E+02  5.437E-26  1.045E-15
7.178E+02  5.655E-26  1.077E-15
7.112E+02  5.882E-26  1.110E-15
7.047E+02  6.118E-26  1.144E-15
6.982E+02  6.363E-26  1.179E-15
6.918E+02  6.618E-26  1.215E-15
