Dust emission from Draine & Li (2007): ApJ 657, 810-837
================================================================
         6 = grain model
 4.000E-08 4.000E-01 3.750E-05 = a_01 (cm) , sigma_1 , b_C1/0.92
 2.500E-07 4.000E-01 1.250E-05 = a_02 (cm) , sigma_2 , b_C2/0.92
 1.000E+01 1.000E+03 2.000E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 4.652E+01 = <U> 
     mmp83 = radfield
 2.098E-22 = power/H (erg s-1)
 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.270E+00  7.079E-25  2.385E-17 COBE-DIRBE
2.220E+00  9.022E-25  5.313E-17 COBE-DIRBE
3.530E+00  5.910E-24  5.534E-16 COBE-DIRBE
4.880E+00  2.746E-24  3.554E-16 COBE-DIRBE
1.229E+01  2.519E-23  8.214E-15 COBE-DIRBE
2.079E+01  2.351E-23  1.296E-14 COBE-DIRBE
5.599E+01  1.253E-22  1.862E-13 COBE-DIRBE
9.770E+01  7.451E-23  1.931E-13 COBE-DIRBE
1.479E+02  3.142E-23  1.233E-13 COBE-DIRBE
2.479E+02  6.136E-24  4.035E-14 COBE-DIRBE
1.200E+01  2.633E-23  8.381E-15 IRAS
2.500E+01  2.722E-23  1.805E-14 IRAS
6.000E+01  1.214E-22  1.933E-13 IRAS
1.000E+02  7.127E-23  1.891E-13 IRAS
3.550E+00  6.874E-24  6.473E-16 SST-IRAC
4.493E+00  1.922E-24  2.291E-16 SST-IRAC
5.731E+00  1.630E-23  2.478E-15 SST-IRAC
7.872E+00  3.796E-23  7.926E-15 SST-IRAC
2.368E+01  2.290E-23  1.438E-14 SST-MIPS
7.142E+01  1.024E-22  1.940E-13 SST-MIPS
1.559E+02  2.478E-23  1.025E-13 SST-MIPS
1.600E+01  2.163E-23  9.182E-15 SST-IRSPU
2.200E+01  2.317E-23  1.352E-14 SST-IRSPU











lambda    nu*dP/dnu     j_nu
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.000E+04  9.456E-31  2.508E-19
9.908E+03  9.802E-31  2.576E-19
9.817E+03  1.016E-30  2.646E-19
9.727E+03  1.053E-30  2.718E-19
9.638E+03  1.092E-30  2.792E-19
9.550E+03  1.132E-30  2.868E-19
9.462E+03  1.174E-30  2.946E-19
9.376E+03  1.217E-30  3.026E-19
9.290E+03  1.261E-30  3.108E-19
9.204E+03  1.308E-30  3.192E-19
9.120E+03  1.355E-30  3.279E-19
9.036E+03  1.405E-30  3.368E-19
8.954E+03  1.457E-30  3.459E-19
8.872E+03  1.510E-30  3.553E-19
8.790E+03  1.565E-30  3.649E-19
8.710E+03  1.622E-30  3.747E-19
8.630E+03  1.681E-30  3.849E-19
8.551E+03  1.743E-30  3.953E-19
8.472E+03  1.806E-30  4.060E-19
8.395E+03  1.873E-30  4.170E-19
8.318E+03  1.941E-30  4.283E-19
8.241E+03  2.012E-30  4.399E-19
8.166E+03  2.086E-30  4.519E-19
8.091E+03  2.163E-30  4.642E-19
8.017E+03  2.242E-30  4.768E-19
7.943E+03  2.325E-30  4.898E-19
7.870E+03  2.410E-30  5.032E-19
7.798E+03  2.499E-30  5.169E-19
7.727E+03  2.591E-30  5.311E-19
7.656E+03  2.687E-30  5.456E-19
7.586E+03  2.786E-30  5.605E-19
7.516E+03  2.888E-30  5.759E-19
7.447E+03  2.995E-30  5.917E-19
7.379E+03  3.106E-30  6.079E-19
7.311E+03  3.221E-30  6.246E-19
7.244E+03  3.340E-30  6.418E-19
7.178E+03  3.463E-30  6.594E-19
7.112E+03  3.592E-30  6.776E-19
7.047E+03  3.725E-30  6.963E-19
6.982E+03  3.863E-30  7.155E-19
6.918E+03  4.006E-30  7.352E-19
6.855E+03  4.154E-30  7.554E-19
6.792E+03  4.309E-30  7.762E-19
6.730E+03  4.468E-30  7.977E-19
6.668E+03  4.634E-30  8.197E-19
6.607E+03  4.807E-30  8.424E-19
6.546E+03  4.985E-30  8.657E-19
6.486E+03  5.171E-30  8.897E-19
6.427E+03  5.364E-30  9.144E-19
6.368E+03  5.563E-30  9.398E-19
6.310E+03  5.771E-30  9.659E-19
6.252E+03  5.986E-30  9.927E-19
6.194E+03  6.210E-30  1.020E-18
6.138E+03  6.442E-30  1.049E-18
6.081E+03  6.683E-30  1.078E-18
6.026E+03  6.933E-30  1.108E-18
5.970E+03  7.193E-30  1.139E-18
5.916E+03  7.462E-30  1.171E-18
5.861E+03  7.742E-30  1.204E-18
5.808E+03  8.032E-30  1.237E-18
5.754E+03  8.334E-30  1.272E-18
5.702E+03  8.647E-30  1.308E-18
5.649E+03  8.972E-30  1.345E-18
5.598E+03  9.310E-30  1.382E-18
5.546E+03  9.660E-30  1.421E-18
5.495E+03  1.002E-29  1.461E-18
5.445E+03  1.040E-29  1.502E-18
5.395E+03  1.079E-29  1.545E-18
5.346E+03  1.120E-29  1.588E-18
5.297E+03  1.162E-29  1.633E-18
5.248E+03  1.206E-29  1.679E-18
5.200E+03  1.252E-29  1.727E-18
5.152E+03  1.299E-29  1.776E-18
5.105E+03  1.349E-29  1.826E-18
5.058E+03  1.400E-29  1.878E-18
5.012E+03  1.453E-29  1.931E-18
4.966E+03  1.508E-29  1.986E-18
4.920E+03  1.565E-29  2.043E-18
4.875E+03  1.624E-29  2.101E-18
4.831E+03  1.686E-29  2.160E-18
4.786E+03  1.750E-29  2.222E-18
4.742E+03  1.817E-29  2.285E-18
4.699E+03  1.886E-29  2.350E-18
4.656E+03  1.958E-29  2.418E-18
4.613E+03  2.032E-29  2.487E-18
4.571E+03  2.110E-29  2.558E-18
4.529E+03  2.190E-29  2.631E-18
4.487E+03  2.274E-29  2.707E-18
4.446E+03  2.361E-29  2.784E-18
4.406E+03  2.451E-29  2.864E-18
4.365E+03  2.545E-29  2.947E-18
4.325E+03  2.642E-29  3.032E-18
4.285E+03  2.744E-29  3.119E-18
4.246E+03  2.849E-29  3.209E-18
4.207E+03  2.958E-29  3.301E-18
4.169E+03  3.072E-29  3.397E-18
4.130E+03  3.190E-29  3.495E-18
4.093E+03  3.313E-29  3.596E-18
4.055E+03  3.440E-29  3.700E-18
4.018E+03  3.573E-29  3.808E-18
3.981E+03  3.710E-29  3.918E-18
3.945E+03  3.853E-29  4.031E-18
3.908E+03  4.001E-29  4.148E-18
3.873E+03  4.156E-29  4.269E-18
3.837E+03  4.316E-29  4.393E-18
3.802E+03  4.483E-29  4.521E-18
3.767E+03  4.656E-29  4.652E-18
3.733E+03  4.836E-29  4.788E-18
3.698E+03  5.023E-29  4.928E-18
3.664E+03  5.218E-29  5.072E-18
3.631E+03  5.420E-29  5.220E-18
3.597E+03  5.630E-29  5.373E-18
3.565E+03  5.849E-29  5.530E-18
3.532E+03  6.076E-29  5.693E-18
3.499E+03  6.313E-29  5.860E-18
3.467E+03  6.558E-29  6.032E-18
3.436E+03  6.814E-29  6.210E-18
3.404E+03  7.080E-29  6.393E-18
3.373E+03  7.356E-29  6.581E-18
3.342E+03  7.643E-29  6.775E-18
3.311E+03  7.942E-29  6.976E-18
3.281E+03  8.252E-29  7.182E-18
3.251E+03  8.575E-29  7.395E-18
3.221E+03  8.911E-29  7.614E-18
3.192E+03  9.260E-29  7.840E-18
3.162E+03  9.624E-29  8.072E-18
3.133E+03  1.000E-28  8.312E-18
3.105E+03  1.039E-28  8.560E-18
3.076E+03  1.080E-28  8.814E-18
3.048E+03  1.123E-28  9.077E-18
3.020E+03  1.167E-28  9.348E-18
2.992E+03  1.213E-28  9.627E-18
2.965E+03  1.260E-28  9.913E-18
2.938E+03  1.310E-28  1.021E-17
2.911E+03  1.362E-28  1.051E-17
2.884E+03  1.415E-28  1.083E-17
2.858E+03  1.471E-28  1.115E-17
2.831E+03  1.529E-28  1.148E-17
2.805E+03  1.589E-28  1.183E-17
2.780E+03  1.652E-28  1.218E-17
2.754E+03  1.717E-28  1.255E-17
2.729E+03  1.785E-28  1.292E-17
2.704E+03  1.856E-28  1.331E-17
2.679E+03  1.930E-28  1.371E-17
2.655E+03  2.006E-28  1.413E-17
2.630E+03  2.086E-28  1.455E-17
2.606E+03  2.168E-28  1.499E-17
2.582E+03  2.255E-28  1.544E-17
2.559E+03  2.344E-28  1.591E-17
2.535E+03  2.438E-28  1.639E-17
2.512E+03  2.535E-28  1.689E-17
2.489E+03  2.636E-28  1.740E-17
2.466E+03  2.741E-28  1.793E-17
2.443E+03  2.850E-28  1.847E-17
2.421E+03  2.964E-28  1.903E-17
2.399E+03  3.082E-28  1.961E-17
2.377E+03  3.205E-28  2.021E-17
2.355E+03  3.334E-28  2.082E-17
2.333E+03  3.467E-28  2.146E-17
2.312E+03  3.606E-28  2.211E-17
2.291E+03  3.750E-28  2.279E-17
2.270E+03  3.901E-28  2.349E-17
2.249E+03  4.057E-28  2.420E-17
2.228E+03  4.220E-28  2.495E-17
2.208E+03  4.390E-28  2.571E-17
2.188E+03  4.566E-28  2.650E-17
2.168E+03  4.750E-28  2.731E-17
2.148E+03  4.941E-28  2.815E-17
2.128E+03  5.140E-28  2.901E-17
2.109E+03  5.347E-28  2.990E-17
2.089E+03  5.562E-28  3.082E-17
2.070E+03  5.786E-28  3.177E-17
2.051E+03  6.019E-28  3.275E-17
2.032E+03  6.262E-28  3.376E-17
2.014E+03  6.515E-28  3.480E-17
1.995E+03  6.778E-28  3.587E-17
1.977E+03  7.052E-28  3.698E-17
1.959E+03  7.337E-28  3.812E-17
1.941E+03  7.633E-28  3.930E-17
1.923E+03  7.942E-28  4.051E-17
1.905E+03  8.263E-28  4.177E-17
1.888E+03  8.598E-28  4.306E-17
1.871E+03  8.946E-28  4.439E-17
1.854E+03  9.308E-28  4.577E-17
1.837E+03  9.686E-28  4.718E-17
1.820E+03  1.008E-27  4.865E-17
1.803E+03  1.049E-27  5.016E-17
