Dust emission from Draine & Li (2007): ApJ 657, 810-837
================================================================
         6 = grain model
 4.000E-08 4.000E-01 3.750E-05 = a_01 (cm) , sigma_1 , b_C1/0.92
 2.500E-07 4.000E-01 1.250E-05 = a_02 (cm) , sigma_2 , b_C2/0.92
 1.000E+01 1.000E+04 2.000E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 6.915E+01 = <U> 
     mmp83 = radfield
 3.117E-22 = power/H (erg s-1)
 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.270E+00  1.055E-24  3.553E-17 COBE-DIRBE
2.220E+00  1.346E-24  7.925E-17 COBE-DIRBE
3.530E+00  8.827E-24  8.266E-16 COBE-DIRBE
4.880E+00  4.124E-24  5.338E-16 COBE-DIRBE
1.229E+01  4.095E-23  1.335E-14 COBE-DIRBE
2.079E+01  5.013E-23  2.764E-14 COBE-DIRBE
5.599E+01  1.696E-22  2.519E-13 COBE-DIRBE
9.770E+01  8.250E-23  2.138E-13 COBE-DIRBE
1.479E+02  3.309E-23  1.298E-13 COBE-DIRBE
2.479E+02  6.313E-24  4.151E-14 COBE-DIRBE
1.200E+01  4.246E-23  1.352E-14 IRAS
2.500E+01  6.513E-23  4.319E-14 IRAS
6.000E+01  1.611E-22  2.565E-13 IRAS
1.000E+02  7.844E-23  2.081E-13 IRAS
3.550E+00  1.027E-23  9.668E-16 SST-IRAC
4.493E+00  2.882E-24  3.434E-16 SST-IRAC
5.731E+00  2.473E-23  3.759E-15 SST-IRAC
7.872E+00  5.988E-23  1.250E-14 SST-IRAC
2.368E+01  5.741E-23  3.606E-14 SST-MIPS
7.142E+01  1.225E-22  2.321E-13 SST-MIPS
1.559E+02  2.590E-23  1.071E-13 SST-MIPS
1.600E+01  3.704E-23  1.572E-14 SST-IRSPU
2.200E+01  5.542E-23  3.234E-14 SST-IRSPU











lambda    nu*dP/dnu     j_nu
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.000E+04  9.547E-31  2.533E-19
9.908E+03  9.898E-31  2.601E-19
9.817E+03  1.026E-30  2.672E-19
9.727E+03  1.064E-30  2.745E-19
9.638E+03  1.103E-30  2.819E-19
9.550E+03  1.143E-30  2.896E-19
9.462E+03  1.185E-30  2.974E-19
9.376E+03  1.228E-30  3.055E-19
9.290E+03  1.274E-30  3.138E-19
9.204E+03  1.320E-30  3.223E-19
9.120E+03  1.369E-30  3.311E-19
9.036E+03  1.419E-30  3.401E-19
8.954E+03  1.471E-30  3.493E-19
8.872E+03  1.524E-30  3.587E-19
8.790E+03  1.580E-30  3.684E-19
8.710E+03  1.638E-30  3.784E-19
8.630E+03  1.698E-30  3.886E-19
8.551E+03  1.760E-30  3.991E-19
8.472E+03  1.824E-30  4.099E-19
8.395E+03  1.891E-30  4.211E-19
8.318E+03  1.960E-30  4.325E-19
8.241E+03  2.032E-30  4.442E-19
8.166E+03  2.107E-30  4.563E-19
8.091E+03  2.184E-30  4.687E-19
8.017E+03  2.264E-30  4.815E-19
7.943E+03  2.347E-30  4.946E-19
7.870E+03  2.434E-30  5.081E-19
7.798E+03  2.523E-30  5.220E-19
7.727E+03  2.616E-30  5.363E-19
7.656E+03  2.713E-30  5.509E-19
7.586E+03  2.813E-30  5.660E-19
7.516E+03  2.917E-30  5.815E-19
7.447E+03  3.024E-30  5.975E-19
7.379E+03  3.136E-30  6.139E-19
7.311E+03  3.252E-30  6.307E-19
7.244E+03  3.372E-30  6.481E-19
7.178E+03  3.497E-30  6.659E-19
7.112E+03  3.627E-30  6.842E-19
7.047E+03  3.761E-30  7.031E-19
6.982E+03  3.901E-30  7.225E-19
6.918E+03  4.045E-30  7.424E-19
6.855E+03  4.195E-30  7.628E-19
6.792E+03  4.351E-30  7.839E-19
6.730E+03  4.512E-30  8.055E-19
6.668E+03  4.680E-30  8.278E-19
6.607E+03  4.854E-30  8.507E-19
6.546E+03  5.034E-30  8.742E-19
6.486E+03  5.222E-30  8.984E-19
6.427E+03  5.416E-30  9.234E-19
6.368E+03  5.618E-30  9.490E-19
6.310E+03  5.828E-30  9.754E-19
6.252E+03  6.045E-30  1.002E-18
6.194E+03  6.271E-30  1.030E-18
6.138E+03  6.505E-30  1.059E-18
6.081E+03  6.749E-30  1.089E-18
6.026E+03  7.001E-30  1.119E-18
