Dust emission from Draine & Li (2007): ApJ 657, 810-837
================================================================
         4 = grain model
 4.000E-08 4.000E-01 2.250E-05 = a_01 (cm) , sigma_1 , b_C1/0.92
 2.500E-07 4.000E-01 7.500E-06 = a_02 (cm) , sigma_2 , b_C2/0.92
 1.000E+01 1.000E+03 2.000E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 4.652E+01 = <U> 
     mmp83 = radfield
 2.074E-22 = power/H (erg s-1)
 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.270E+00  4.285E-25  1.444E-17 COBE-DIRBE
2.220E+00  5.409E-25  3.185E-17 COBE-DIRBE
3.530E+00  3.622E-24  3.392E-16 COBE-DIRBE
4.880E+00  1.675E-24  2.169E-16 COBE-DIRBE
1.229E+01  1.662E-23  5.419E-15 COBE-DIRBE
2.079E+01  1.883E-23  1.038E-14 COBE-DIRBE
5.599E+01  1.360E-22  2.020E-13 COBE-DIRBE
9.770E+01  7.875E-23  2.041E-13 COBE-DIRBE
1.479E+02  3.277E-23  1.285E-13 COBE-DIRBE
2.479E+02  6.354E-24  4.177E-14 COBE-DIRBE
1.200E+01  1.700E-23  5.410E-15 IRAS
2.500E+01  2.454E-23  1.627E-14 IRAS
6.000E+01  1.314E-22  2.091E-13 IRAS
1.000E+02  7.524E-23  1.996E-13 IRAS
3.550E+00  4.216E-24  3.970E-16 SST-IRAC
4.493E+00  1.167E-24  1.391E-16 SST-IRAC
5.731E+00  1.007E-23  1.530E-15 SST-IRAC
7.872E+00  2.376E-23  4.962E-15 SST-IRAC
2.368E+01  2.039E-23  1.281E-14 SST-MIPS
7.142E+01  1.096E-22  2.077E-13 SST-MIPS
1.559E+02  2.578E-23  1.066E-13 SST-MIPS
1.600E+01  1.553E-23  6.593E-15 SST-IRSPU
2.200E+01  2.005E-23  1.170E-14 SST-IRSPU











lambda    nu*dP/dnu     j_nu
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.000E+04  9.555E-31  2.535E-19
9.908E+03  9.906E-31  2.604E-19
9.817E+03  1.027E-30  2.674E-19
9.727E+03  1.065E-30  2.747E-19
9.638E+03  1.104E-30  2.822E-19
9.550E+03  1.144E-30  2.898E-19
9.462E+03  1.186E-30  2.977E-19
9.376E+03  1.230E-30  3.058E-19
9.290E+03  1.275E-30  3.142E-19
9.204E+03  1.322E-30  3.227E-19
9.120E+03  1.370E-30  3.315E-19
9.036E+03  1.421E-30  3.405E-19
8.954E+03  1.473E-30  3.497E-19
8.872E+03  1.526E-30  3.592E-19
8.790E+03  1.582E-30  3.689E-19
8.710E+03  1.640E-30  3.789E-19
8.630E+03  1.700E-30  3.891E-19
8.551E+03  1.762E-30  3.997E-19
8.472E+03  1.827E-30  4.105E-19
8.395E+03  1.894E-30  4.217E-19
8.318E+03  1.963E-30  4.331E-19
8.241E+03  2.035E-30  4.449E-19
8.166E+03  2.110E-30  4.570E-19
8.091E+03  2.188E-30  4.695E-19
8.017E+03  2.268E-30  4.823E-19
7.943E+03  2.352E-30  4.955E-19
7.870E+03  2.438E-30  5.090E-19
7.798E+03  2.528E-30  5.229E-19
7.727E+03  2.621E-30  5.372E-19
7.656E+03  2.718E-30  5.520E-19
7.586E+03  2.818E-30  5.671E-19
7.516E+03  2.922E-30  5.826E-19
7.447E+03  3.030E-30  5.986E-19
7.379E+03  3.143E-30  6.151E-19
7.311E+03  3.259E-30  6.320E-19
7.244E+03  3.380E-30  6.494E-19
