Dust emission from Draine & Li (2007): ApJ 657, 810-837
================================================================
         2 = grain model
 4.000E-08 4.000E-01 7.500E-06 = a_01 (cm) , sigma_1 , b_C1/0.92
 2.500E-07 4.000E-01 2.500E-06 = a_02 (cm) , sigma_2 , b_C2/0.92
 1.000E+01 1.000E+04 2.000E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 6.915E+01 = <U> 
     mmp83 = radfield
 3.061E-22 = power/H (erg s-1)
 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.270E+00  2.839E-25  9.565E-18 COBE-DIRBE
2.220E+00  3.538E-25  2.084E-17 COBE-DIRBE
3.530E+00  2.323E-24  2.175E-16 COBE-DIRBE
4.880E+00  1.085E-24  1.404E-16 COBE-DIRBE
1.229E+01  1.838E-23  5.991E-15 COBE-DIRBE
2.079E+01  4.343E-23  2.395E-14 COBE-DIRBE
5.599E+01  1.936E-22  2.876E-13 COBE-DIRBE
9.770E+01  8.955E-23  2.321E-13 COBE-DIRBE
1.479E+02  3.503E-23  1.374E-13 COBE-DIRBE
2.479E+02  6.600E-24  4.339E-14 COBE-DIRBE
1.200E+01  1.721E-23  5.478E-15 IRAS
2.500E+01  6.598E-23  4.376E-14 IRAS
6.000E+01  1.832E-22  2.915E-13 IRAS
1.000E+02  8.494E-23  2.253E-13 IRAS
3.550E+00  2.703E-24  2.545E-16 SST-IRAC
4.493E+00  7.523E-25  8.966E-17 SST-IRAC
5.731E+00  6.825E-24  1.037E-15 SST-IRAC
7.872E+00  1.962E-23  4.097E-15 SST-IRAC
2.368E+01  5.835E-23  3.665E-14 SST-MIPS
7.142E+01  1.362E-22  2.580E-13 SST-MIPS
1.559E+02  2.731E-23  1.129E-13 SST-MIPS
1.600E+01  2.304E-23  9.776E-15 SST-IRSPU
2.200E+01  5.422E-23  3.164E-14 SST-IRSPU











lambda    nu*dP/dnu     j_nu
 (um)   (erg s-1 H-1)(Jy cm2 sr-1 H-1)
1.000E+04  9.647E-31  2.559E-19
9.908E+03  1.000E-30  2.629E-19
9.817E+03  1.037E-30  2.700E-19
9.727E+03  1.075E-30  2.774E-19
9.638E+03  1.115E-30  2.849E-19
9.550E+03  1.156E-30  2.927E-19
9.462E+03  1.198E-30  3.007E-19
9.376E+03  1.242E-30  3.089E-19
9.290E+03  1.288E-30  3.173E-19
9.204E+03  1.335E-30  3.260E-19
9.120E+03  1.384E-30  3.349E-19
9.036E+03  1.435E-30  3.440E-19
8.954E+03  1.488E-30  3.533E-19
8.872E+03  1.542E-30  3.629E-19
8.790E+03  1.599E-30  3.727E-19
8.710E+03  1.657E-30  3.829E-19
8.630E+03  1.718E-30  3.932E-19
8.551E+03  1.781E-30  4.039E-19
8.472E+03  1.846E-30  4.149E-19
8.395E+03  1.914E-30  4.262E-19
8.318E+03  1.984E-30  4.378E-19
8.241E+03  2.057E-30  4.498E-19
8.166E+03  2.133E-30  4.620E-19
8.091E+03  2.212E-30  4.747E-19
8.017E+03  2.293E-30  4.876E-19
7.943E+03  2.378E-30  5.010E-19
7.870E+03  2.465E-30  5.147E-19
7.798E+03  2.556E-30  5.288E-19
7.727E+03  2.651E-30  5.433E-19
7.656E+03  2.749E-30  5.582E-19
